SEQID	YY1	CTCF	ZBTB33	REST
10:99620698-99620798	8.676e-12	1.22e-10	7.5e-10	4.221e-17
1:159072335-159072435	1.136e-07	3.069e-13	2.493e-13	1.721e-19
2:68738081-68738181	8.778e-11	5.3e-09	2.101e-10	2.335e-18
17:68291193-68291293	1.808e-10	4.634e-12	4.102e-07	4.463e-19
5:140363473-140363573	1.183e-12	2.367e-09	3.06e-09	1.306e-16
11:12087967-12088067	2.821e-13	6.229e-17	9.569e-17	2.561e-19
1:208245556-208245656	8.67e-10	1.017e-14	6.274e-11	3.007e-20
17:7589646-7589746	5.679e-10	6.442e-09	1.851e-10	2.724e-17
19:35090911-35091011	7.627e-13	5.228e-12	1.073e-09	1.271e-15
1:36385688-36385788	2.02e-11	1.055e-08	3.387e-12	9.901e-18
16:29848854-29848954	6.202e-10	1.892e-09	1.433e-12	2.047e-17
15:70467307-70467407	6.57e-14	3.07e-07	2.008e-12	3.324e-17
20:62618469-62618569	5.273e-14	4.321e-12	8.971e-12	4.33e-16
9:124419873-124419973	4.534e-05	4.957e-11	7.823e-11	7.932e-15
7:100374163-100374263	3.105e-12	3.173e-10	3.353e-09	2.891e-16
15:90604228-90604328	2.381e-10	7.217e-14	4.675e-12	8.611e-16
19:12163194-12163294	1.623e-09	3.319e-12	9.512e-10	1.82e-12
6:36683098-36683198	3.21e-17	3.319e-12	4.549e-17	1.82e-12
8:38997705-38997805	5.674e-09	6.851e-15	7.912e-11	2.763e-18
14:51848777-51848877	1.892e-13	2.47e-10	5.105e-13	8.292e-16
4:74038742-74038842	1.526e-11	4.464e-11	2.683e-11	1.803e-12
12:54304578-54304678	1.294e-13	1.047e-11	7.152e-10	1.408e-15
10:132332303-132332403	4.507e-10	4.589e-09	2.451e-10	7.932e-14
16:19086784-19086884	1.98e-11	9.278e-13	9.251e-06	1.013e-16
10:103713221-103713321	3.438e-09	7.823e-15	1.254e-10	8.426e-19
3:190878353-190878453	8.712e-15	1.652e-17	2.862e-16	4.67e-17
10:74235012-74235112	1.907e-12	1.852e-12	1.118e-09	2.614e-19
16:50153205-50153305	2.032e-15	1.181e-12	1.113e-09	9.834e-16
9:79573325-79573425	8.067e-09	1.159e-09	3.955e-09	3.824e-18
3:25857293-25857393	7.635e-11	9.165e-13	1.284e-12	1.031e-17
X:135052398-135052498	2.071e-07	2.184e-09	9.194e-10	1.448e-14
5:140146195-140146295	7.64e-12	1.067e-14	1.521e-12	2.433e-14
X:41085254-41085354	2.022e-15	6.828e-09	8.31e-11	5.655e-15
10:99659459-99659559	1.248e-12	4.932e-10	1.415e-07	1.078e-15
16:85759329-85759429	5.68e-12	7.19e-10	7.845e-10	1.323e-17
3:150221602-150221702	9.632e-12	2.235e-09	3.176e-10	1.306e-15
19:44113340-44113440	5.439e-12	1.353e-12	1.762e-09	4.814e-19
12:121669022-121669122	6.983e-12	4.173e-11	6.096e-10	1.543e-16
13:52653113-52653213	6.11e-12	3.457e-12	5.773e-11	4.105e-16
X:74614908-74615008	2.697e-10	3.593e-14	3.086e-12	3.556e-20
1:185596456-185596556	1.528e-09	1.868e-15	1.336e-11	1.429e-17
12:109996351-109996451	0.002706	1.04e-11	6.062e-08	3.137e-16
1:3491328-3491428	5.854e-13	0.0004977	1.088e-11	1.354e-14
17:77887963-77888063	2.555e-08	7.361e-13	1.528e-12	1.162e-16
12:66694239-66694339	2.237e-06	2.143e-09	7.723e-12	7.687e-19
6:83065882-83065982	4.394e-12	5.303e-11	7.098e-08	1.042e-16
11:65078529-65078629	6.234e-12	1.23e-13	4.681e-10	3.393e-16
12:103929863-103929963	7.667e-09	9.32e-11	7.921e-07	1.96e-17
15:90994799-90994899	2.603e-13	6.668e-13	2.134e-08	6.157e-15
6:11044762-11044862	5.709e-08	2.046e-09	1.918e-13	1.044e-14
6:33197852-33197952	2.057e-14	9.926e-14	1.677e-12	4.345e-19
2:30165313-30165413	2.968e-10	5.156e-12	2.949e-12	2.081e-19
9:94639297-94639397	1.056e-06	5.098e-08	4.12e-09	7.83e-16
5:172283751-172283851	1.168e-13	5.376e-14	3.759e-12	5.632e-16
X:17006251-17006351	1.148e-10	2.39e-13	1.941e-10	2.158e-16
1:208244621-208244721	2.965e-11	7.167e-11	1.278e-08	5.442e-18
3:155854845-155854945	1.215e-11	8.159e-08	5.939e-10	2.799e-19
8:38171897-38171997	7.962e-13	2.131e-14	5.557e-14	3.413e-17
19:17281857-17281957	3.635e-15	1.114e-11	9.857e-07	7.274e-19
9:94030957-94031057	1.449e-14	2.419e-11	1.114e-09	6.694e-15
2:136256303-136256403	2.285e-07	7.882e-10	1.866e-10	1.458e-14
13:108270122-108270222	2.666e-14	5.796e-08	2.132e-10	1.51e-16
17:4002581-4002681	2.666e-14	5.796e-08	2.132e-10	1.51e-16
12:6962188-6962288	6.782e-15	2.004e-13	3.374e-10	1.05e-17
17:39239928-39240028	1.996e-12	2.733e-09	2.227e-10	5.154e-19
11:69675513-69675613	4.106e-09	1.698e-11	2.229e-09	1.999e-12
3:132343368-132343468	2.574e-08	9.94e-15	2.304e-10	4.5e-18
1:200352125-200352225	1.069e-11	1.313e-09	2.106e-13	1.206e-17
1:39902559-39902659	2.617e-17	1.313e-09	2.021e-18	1.206e-17
16:67668222-67668322	6.395e-12	5.258e-12	3.491e-13	2.983e-17
8:141089494-141089594	4.489e-11	1.257e-10	1.485e-11	5.061e-17
8:71775504-71775604	3.425e-11	1.402e-14	2.665e-12	3.621e-19
6:111997481-111997581	1.231e-11	7.295e-13	7.558e-12	1.719e-15
5:173782581-173782681	1.231e-11	7.295e-13	7.558e-12	1.719e-15
18:9792941-9793041	2.676e-11	3.017e-13	2.319e-14	1.388e-20
17:21126847-21126947	1.572e-11	8.662e-12	2.686e-10	5.681e-19
8:38067485-38067585	5.448e-13	1.523e-14	5.551e-11	2.928e-15
11:118928216-118928316	1.301e-12	3.656e-11	3.422e-08	2.438e-18
2:231648883-231648983	7.807e-15	1.256e-22	2.188e-15	2.438e-18
X:15675504-15675604	3.023e-14	2.317e-13	1.112e-09	7.236e-17
19:35003624-35003724	1.932e-12	3.854e-12	9.314e-11	5.25e-15
19:680606-680706	2.092e-15	1.343e-10	2.712e-10	7.614e-18
6:11655922-11656022	6.614e-06	2.073e-14	1.861e-13	1.427e-15
1:202144944-202145044	6.86e-10	1.033e-10	3.653e-09	5.358e-17
7:65006756-65006856	2.058e-13	5.49e-11	8.975e-12	1.07e-18
14:64705197-64705297	5.888e-14	2.82e-09	1.599e-11	2.115e-15
2:112004539-112004639	1.569e-14	9.837e-12	1.624e-12	3.38e-17
5:131264158-131264258	2.016e-12	3.902e-12	1.798e-08	1.093e-13
1:149928173-149928273	6.58e-08	4.736e-12	3.243e-10	1.287e-16
19:47869193-47869293	3.01e-07	1.073e-12	2.716e-11	6.797e-19
20:19584172-19584272	2.738e-11	5.498e-12	5.199e-12	1.136e-12
1:11980468-11980568	3.182e-13	5.012e-13	1.469e-09	1.132e-13
5:100900271-100900371	5.256e-10	1.384e-06	2.502e-10	2.219e-15
9:90827535-90827635	2.302e-12	3.429e-09	1.732e-13	9.396e-18
15:38072786-38072886	1.282e-12	5.155e-13	1.849e-06	6.773e-19
12:67269546-67269646	1.658e-13	4.832e-13	8.37e-11	1.368e-17
5:32444840-32444940	2.132e-12	4.542e-10	2.428e-06	4.616e-11
20:31822893-31822993	2.18e-10	0.002059	2.39e-11	4.15e-19
9:77012279-77012379	6.463e-13	5.404e-10	3.061e-10	3.529e-16
13:26222018-26222118	1.278e-09	5.733e-12	4.207e-07	5.248e-09
2:96266548-96266648	3.037e-13	1.411e-07	1.114e-11	1.971e-15
2:96246046-96246146	1.406e-12	5.238e-12	2.145e-13	1.498e-15
9:133404268-133404368	1.004e-10	4.124e-15	3.147e-12	4.178e-16
18:49859236-49859336	5.392e-13	2.182e-15	2.951e-14	6.487e-17
17:44920313-44920413	2.032e-13	4.878e-08	5.786e-13	1.372e-19
15:43824832-43824932	3.206e-12	1.081e-12	9.643e-12	7.541e-18
11:72112405-72112505	4.36e-13	1.835e-10	3.27e-11	3.713e-20
11:130315157-130315257	2.786e-11	2.003e-15	1.304e-12	2.562e-18
12:119115592-119115692	8.618e-07	4.453e-12	4.713e-14	3.512e-15
19:10759957-10760057	9.14e-11	6.932e-13	3.723e-12	1.456e-17
2:10122766-10122866	1.23e-10	1.127e-12	2.401e-08	1.91e-16
1:151612278-151612378	1.332e-14	4.691e-14	1.006e-10	1.04e-17
1:1666055-1666155	3.834e-14	2.02e-13	5.191e-11	3.125e-15
7:74174539-74174639	3.167e-08	2.841e-09	4.901e-09	4.162e-17
1:84506112-84506212	2.556e-15	6.559e-14	4.133e-10	3.52e-17
1:180416384-180416484	2.75e-08	5.326e-14	5.601e-10	2.9e-20
11:62771584-62771684	1.524e-14	3.501e-12	5.16e-09	2.331e-18
7:42912253-42912353	4.287e-09	5.683e-10	5.852e-10	6.776e-19
3:112293693-112293793	1.728e-12	5.479e-11	3.037e-12	1.205e-17
6:21593019-21593119	1.015e-10	3.16e-13	5.645e-12	2.869e-16
3:13452074-13452174	1.015e-10	3.16e-13	5.645e-12	2.869e-16
4:139176688-139176788	9.983e-14	9.382e-10	2.447e-07	5.068e-17
5:40798309-40798409	2.516e-15	2.383e-08	5.765e-10	2.853e-15
11:64304659-64304759	1.803e-15	1.673e-14	3.805e-14	7.722e-20
X:71098648-71098748	5.858e-11	2.841e-12	2.471e-12	9.856e-15
7:35971724-35971824	1.632e-13	4.659e-12	1.555e-09	5.599e-17
17:44210448-44210548	2.295e-10	1.62e-05	4.687e-08	2.003e-16
17:35587573-35587673	1.674e-08	2.259e-12	2.376e-09	6.183e-16
10:92593163-92593263	5.312e-14	1.99e-09	3.18e-06	4.729e-14
2:216404374-216404474	1.421e-16	9.017e-18	1.033e-14	4.729e-14
15:55993757-55993857	8.179e-15	2.895e-12	4.008e-08	3.291e-18
9:117696912-117697012	1.086e-13	4.762e-12	3.835e-15	1.005e-17
1:175317534-175317634	2.986e-13	1.1e-12	3.815e-11	1.346e-15
5:271642-271742	2.627e-12	1.409e-13	4.159e-09	1.187e-16
1:9997248-9997348	3.648e-11	1.794e-10	6.351e-12	1.148e-13
7:16646333-16646433	1.911e-12	2.555e-09	1.713e-08	3.72e-18
7:152436868-152436968	2.476e-14	3.688e-12	1.514e-08	1.649e-11
5:179623915-179624015	1.154e-07	1.316e-11	3.969e-09	4.673e-19
1:179082066-179082166	1.607e-07	2.095e-11	2.174e-09	3.901e-13
16:11640599-11640699	2.504e-09	1.938e-10	1.454e-09	3.057e-18
1:15603833-15603933	7.695e-12	9.651e-15	4.688e-11	2.001e-13
15:72230510-72230610	6.519e-07	4.591e-07	2.135e-08	8.037e-18
2:127811304-127811404	7.806e-15	1.559e-06	1.48e-10	2.423e-14
13:30307383-30307483	2.285e-09	4.782e-12	2.041e-07	1.421e-18
15:56246338-56246438	5.761e-12	3.128e-12	4.255e-12	2.691e-17
15:65185540-65185640	1.953e-11	4.052e-12	2.548e-12	4.795e-19
2:231711198-231711298	2.753e-13	2.304e-11	5.351e-13	5.04e-19
X:118807758-118807858	2.002e-13	1.801e-11	6.912e-13	1.362e-15
11:6270451-6270551	1.816e-11	5.843e-12	7.533e-11	6.823e-16
1:1274065-1274165	2.33e-14	5.9e-09	6.171e-11	2.652e-17
12:124898773-124898873	1.416e-12	9.22e-11	2.12e-08	7.717e-13
3:98523115-98523215	2.016e-12	2.365e-13	7.615e-15	1.609e-17
5:172697678-172697778	3.037e-12	0.0001191	1.142e-10	7.504e-14
11:62025181-62025281	6.726e-13	9.662e-09	5.255e-08	2.102e-13
9:135500748-135500848	7.253e-14	1.776e-12	6.14e-08	8.487e-10
1:27343572-27343672	3.16e-14	2.147e-15	3.846e-09	8.487e-10
10:3173085-3173185	6.964e-15	1.458e-10	5.02e-08	7.182e-19
6:89829975-89830075	3.101e-10	5.583e-11	3.773e-09	5.62e-17
19:10292297-10292397	1.222e-09	9.519e-11	6.056e-11	2.924e-16
17:47189552-47189652	7.702e-09	5.063e-12	1.179e-07	1.566e-19
1:211514371-211514471	1.937e-13	8.163e-15	3.254e-11	1.756e-21
17:50508691-50508791	1.99e-12	5.158e-11	2.141e-07	2e-17
19:41691731-41691831	5.045e-15	1.069e-10	2.857e-12	5.552e-19
2:74472920-74473020	9.185e-09	1.049e-08	2.934e-11	7.238e-17
6:116217228-116217328	6.347e-12	2.946e-14	2.275e-13	2.935e-15
6:26457197-26457297	7.508e-13	1.313e-10	3.217e-13	2.072e-20
18:22799175-22799275	1.497e-14	5.563e-05	3.724e-11	5.885e-18
7:106285068-106285168	1.511e-12	1.09e-10	1.114e-06	7.674e-18
20:23606906-23607006	6.064e-12	3.272e-16	1.045e-14	2.384e-19
7:32957689-32957789	6.359e-15	1.986e-10	4.47e-10	1.562e-13
14:75295353-75295453	1.804e-07	4.768e-09	9.902e-12	3.065e-18
7:131110265-131110365	1.888e-12	8.619e-12	8.669e-13	2.34e-19
3:138068690-138068790	5.03e-13	0.002382	4.445e-10	2.212e-15
5:56815713-56815813	7.496e-14	1.621e-13	1.019e-13	4.122e-14
11:6201975-6202075	2.452e-11	1.359e-11	1.426e-12	1.057e-19
1:173868636-173868736	2.433e-15	1.258e-07	1.581e-11	9.187e-16
17:4948715-4948815	1.318e-09	3.902e-13	2.006e-08	3.144e-16
16:89454031-89454131	2.061e-09	3.548e-11	5.407e-11	1.425e-17
7:18178646-18178746	1.011e-12	4.89e-16	9.133e-13	8.568e-21
12:3777629-3777729	1.575e-12	4.679e-13	8.661e-13	4.462e-19
11:46308901-46309001	1.018e-10	7.674e-12	4.817e-12	5.143e-14
10:49512440-49512540	1.102e-11	8.316e-14	4.032e-15	2.613e-20
2:71001281-71001381	8.505e-11	1.377e-13	7.589e-09	3.81e-12
9:128035360-128035460	1.141e-09	2.374e-13	2.74e-12	1.626e-19
22:38766485-38766585	2.725e-07	1.211e-12	4.186e-11	1.704e-14
19:510785-510885	4.258e-13	8.227e-11	2.756e-10	7.282e-17
1:25205244-25205344	4.651e-13	6.862e-07	8.595e-14	5.505e-17
3:181709859-181709959	2.798e-10	2.142e-13	1.784e-10	4.582e-17
9:136540019-136540119	3.519e-17	2.201e-12	4.992e-14	4.582e-17
18:3129629-3129729	4.853e-09	6.284e-15	1.448e-12	6.748e-18
21:37367137-37367237	2.093e-16	3.458e-10	2.733e-10	1.987e-15
10:109852794-109852894	1.093e-09	3.487e-13	5.713e-13	1.237e-16
2:172556646-172556746	1.97e-11	1.176e-11	1.285e-08	1.459e-15
12:121812137-121812237	1.148e-11	0.003969	3.224e-10	1.026e-13
19:49128221-49128321	1.88e-13	5.459e-12	2.397e-09	8.505e-17
9:136528525-136528625	2.009e-16	1.882e-10	6.583e-11	6.409e-15
1:203795759-203795859	1.85e-12	4.753e-12	7.944e-09	6.669e-18
17:3915220-3915320	2.608e-10	5.263e-11	2.022e-12	1.423e-15
5:39283699-39283799	1.618e-13	6.865e-15	2.817e-10	2.828e-18
Un_GL000219v1:125552-125652	1.268e-07	1.24e-13	4.028e-13	4.864e-18
7:142496840-142496940	7.153e-14	7.182e-07	6.604e-12	9.425e-18
5:141682495-141682595	8.603e-10	1.246e-10	1.118e-10	5.456e-15
7:11212464-11212564	4.979e-06	4.136e-10	5.265e-13	3.579e-15
12:100267480-100267580	2.823e-12	2.265e-11	1.465e-09	1.147e-17
1:151612582-151612682	8.912e-15	1.587e-08	4.534e-08	5.512e-16
12:103841449-103841549	3.563e-12	2.853e-14	5.35e-09	2.396e-18
2:238231674-238231774	7.303e-15	1.991e-08	1.137e-10	1.367e-16
14:76917940-76918040	4.644e-07	1.033e-12	6.127e-08	7.323e-16
17:1488338-1488438	1.355e-13	4.773e-11	1.071e-07	2.306e-17
5:173616248-173616348	2.123e-12	4.644e-09	2.212e-10	1.01e-16
9:32379599-32379699	2.123e-12	4.644e-09	2.212e-10	1.01e-16
11:59217050-59217150	4.599e-08	1.748e-12	1.059e-12	3.471e-15
1:15976130-15976230	7.834e-13	8.949e-11	4.862e-09	1.256e-16
2:110732281-110732381	2.873e-13	1.162e-09	5.114e-10	1.299e-17
19:42296206-42296306	2.129e-11	3.904e-05	1.166e-09	1.645e-15
6:21441734-21441834	1.2e-14	1.114e-16	2.064e-15	1.712e-21
16:53130704-53130804	1.686e-12	5.85e-12	2.949e-09	1.05e-17
10:101019273-101019373	4.651e-12	3.937e-13	2.985e-12	4.274e-17
1:35557888-35557988	4.883e-14	2.245e-08	2.413e-07	1.297e-16
10:71771901-71772001	2.67e-13	5.121e-08	4.22e-10	5.151e-15
5:62412908-62413008	1.824e-15	2.734e-11	2.72e-05	2.855e-17
3:14947965-14948065	1.477e-11	7.134e-05	2.59e-10	1.608e-16
4:104860890-104860990	5.385e-13	2.996e-12	2.124e-11	2.789e-14
1:33086705-33086805	1.076e-12	2.518e-12	4.166e-12	2.822e-16
17:40062806-40062906	1.535e-13	5.91e-11	1.087e-12	4.45e-19
9:4679545-4679645	1.474e-12	1.875e-07	1.317e-09	2.337e-16
3:94063093-94063193	6.373e-13	2.456e-12	6.441e-11	5.361e-15
1:155091553-155091653	2.206e-14	0.004633	5.04e-09	8.5e-13
8:70402671-70402771	1.47e-13	1.146e-09	2.984e-09	5.511e-18
1:86774583-86774683	3.962e-09	2.423e-11	2.785e-09	2.625e-19
8:122639275-122639375	2.858e-11	1.078e-12	3.802e-11	2.517e-13
4:143513631-143513731	3.741e-14	1.634e-11	5.917e-08	6.757e-18
17:3913926-3914026	4.337e-13	3.614e-05	1.027e-11	4.428e-17
11:44977753-44977853	1.527e-11	9.408e-13	3.218e-10	8.882e-18
13:20925143-20925243	6.363e-13	1.737e-14	2.813e-13	7.853e-19
2:161160665-161160765	1.213e-10	9.908e-11	8.294e-07	2.387e-15
17:81511360-81511460	2.008e-10	3.049e-13	9.317e-10	2.992e-15
1:54715941-54716041	1.316e-10	6.547e-09	1.648e-09	3.03e-15
17:45640704-45640804	3.634e-09	3.841e-13	1.704e-14	1.754e-13
6:109094658-109094758	2.744e-11	1.353e-10	1.068e-09	2.681e-15
2:101623465-101623565	5.592e-12	6.943e-10	2.434e-14	1.839e-18
6:110982154-110982254	1.5e-13	1.097e-12	3.007e-08	2.889e-15
12:116359400-116359500	1.547e-11	1.269e-13	6.298e-13	6.481e-17
11:64746347-64746447	9.05e-13	1.255e-12	1.548e-12	4.924e-19
8:143816020-143816120	1.493e-12	2.474e-08	1.18e-08	5.574e-15
5:80655073-80655173	6.442e-12	9.213e-11	1.654e-12	2.336e-18
6:87155749-87155849	2.961e-11	7.69e-07	2.998e-09	3.279e-19
1:221743080-221743180	1.49e-14	5.713e-11	2.572e-11	3.765e-16
6:15246902-15247002	1.61e-11	8.67e-13	1.555e-09	3.455e-19
19:4867905-4868005	8.394e-10	1.631e-10	3.876e-11	1.555e-16
10:38527729-38527829	5.702e-09	1.833e-12	5.993e-13	1.192e-19
2:58046961-58047061	6.61e-14	7.418e-14	1.328e-10	4.305e-16
11:57667026-57667126	2.868e-14	1.989e-11	4.019e-09	1.41e-17
2:176455264-176455364	1.689e-08	1.323e-13	6.76e-13	3.215e-17
20:64058107-64058207	2.527e-12	9.279e-09	1.468e-11	3.912e-14
9:27574132-27574232	7.186e-10	3.687e-12	1.808e-08	1.196e-14
6:37172346-37172446	1.985e-08	9.305e-12	1.844e-09	2.859e-13
11:61430094-61430194	0.0001968	1.086e-12	2.07e-09	1.28e-14
19:10718474-10718574	2.359e-15	1.379e-10	1.732e-09	5.398e-16
10:100347147-100347247	2.3e-11	3.918e-09	7.637e-07	4.766e-18
20:46689571-46689671	1.549e-10	5.11e-11	6.765e-11	3.477e-17
16:1612349-1612449	1.527e-13	7.061e-10	4.435e-10	4.768e-17
19:40691049-40691149	3.8e-13	3.544e-11	1.141e-11	2.569e-19
2:214809090-214809190	3.8e-13	3.544e-11	1.141e-11	2.569e-19
19:941179-941279	1.741e-11	1.207e-08	6.053e-08	2.181e-18
2:95022621-95022721	2.913e-11	3.845e-11	4.415e-12	3.13e-17
8:52713457-52713557	2.768e-13	6.714e-11	5.742e-11	1.939e-12
13:40400018-40400118	2.768e-13	6.714e-11	5.742e-11	1.939e-12
10:3839265-3839365	2.843e-12	6.388e-18	5.516e-14	1.939e-12
7:76393331-76393431	5.482e-15	1.871e-12	2.064e-07	2.686e-14
2:43996271-43996371	7.227e-13	2.561e-12	1.676e-07	2.582e-15
9:136886621-136886721	2.871e-13	4.376e-11	2.352e-07	1.386e-17
X:39152476-39152576	3.3e-12	3.316e-14	8.997e-11	2.132e-15
19:4910190-4910290	2.647e-14	2.525e-10	4.261e-07	4.075e-18
16:68264298-68264398	6.407e-13	1.134e-09	1.371e-09	1.29e-14
3:50194787-50194887	9.381e-14	3.688e-11	1.96e-10	8.697e-15
1:234780888-234780988	1.284e-13	7.349e-11	1.479e-10	5.771e-21
3:9396937-9397037	1.361e-13	2.827e-09	0.0001072	1.933e-19
16:3005061-3005161	3.365e-12	6.335e-11	2.697e-11	2.346e-15
8:89757739-89757839	1.291e-12	1.04e-10	5.951e-08	3.038e-15
6:154868437-154868537	3.931e-07	5.247e-10	3.361e-11	1.537e-19
20:21303498-21303598	7.596e-13	2.167e-10	2.059e-09	3.091e-16
1:33633305-33633405	4.917e-10	4.723e-09	1.002e-11	5.959e-18
11:71453164-71453264	1.683e-14	2.412e-10	2.857e-10	3.251e-17
11:108008997-108009097	1.935e-12	4.343e-11	6.729e-10	7.217e-20
6:35299877-35299977	2.926e-13	1.263e-12	2.546e-09	4.233e-17
2:97664367-97664467	6.373e-13	1.182e-09	2.409e-08	2.94e-11
2:112794450-112794550	3.145e-15	3.648e-15	3.821e-18	2.94e-11
6:13332149-13332249	6.594e-09	1.198e-12	4.771e-12	4.746e-15
1:200670256-200670356	1.064e-11	1.283e-12	1.887e-12	7.601e-15
5:138178856-138178956	1.826e-11	3.84e-13	5.645e-11	8.374e-18
14:75259449-75259549	2.47e-08	6.185e-08	9.716e-12	1.936e-16
11:67119928-67120028	3.537e-13	6.058e-14	1.055e-11	1.542e-18
20:49278259-49278359	1.294e-09	2.647e-08	1.496e-08	1.069e-17
19:10291998-10292098	1.583e-11	6.629e-13	3.542e-10	5.864e-16
7:151314618-151314718	4.837e-16	2.02e-14	2.527e-13	7.225e-18
5:160312231-160312331	3.524e-13	5.19e-13	2.271e-08	6.082e-18
1:198789146-198789246	8.484e-07	3.271e-14	7.548e-10	6.256e-19
11:796400-796500	6.667e-14	2.256e-11	4.923e-10	1.608e-16
5:43312814-43312914	1.941e-13	4.293e-12	3.31e-12	1.693e-20
17:4899633-4899733	5.397e-09	2.578e-08	7.471e-10	7.261e-17
15:100873253-100873353	7.712e-14	0.000938	2.916e-11	1.724e-17
12:119667745-119667845	7.584e-12	6.021e-12	1.612e-10	7.111e-17
11:93741193-93741293	1.1e-12	5.971e-11	4.725e-10	4.455e-15
14:77457765-77457865	7.739e-14	3.642e-14	6.462e-08	1.68e-17
9:89522746-89522846	1.402e-10	1.425e-13	3.741e-11	3.874e-17
2:219248193-219248293	2.598e-08	7.235e-11	1.423e-10	4.028e-20
3:120596297-120596397	8.388e-10	5.083e-14	1.543e-10	1.434e-19
X:24054878-24054978	0.0002348	2.014e-07	1.987e-10	6.93e-18
15:61834436-61834536	1.322e-11	1.19e-14	2.028e-14	1.044e-18
17:79845090-79845190	2.266e-14	1.756e-11	4.895e-12	7.643e-17
16:3149658-3149758	6.101e-14	1.704e-09	7.314e-12	1.687e-16
7:75915166-75915266	9.105e-10	5.676e-10	2.639e-08	5.884e-16
5:57138418-57138518	8.314e-10	2.209e-15	1.134e-15	7.049e-21
9:37784945-37785045	6.884e-13	8.542e-09	3.256e-06	9.963e-16
1:17438697-17438797	4.137e-13	9.378e-10	9.814e-10	1.837e-16
4:139228548-139228648	4.137e-13	9.378e-10	9.814e-10	1.837e-16
13:112444298-112444398	2.46e-08	8.975e-08	5.23e-08	3.221e-19
11:94543806-94543906	4.879e-16	3.006e-12	5.263e-09	3.594e-17
2:27134839-27134939	2.161e-14	6.519e-17	8.034e-18	1.126e-22
10:114174540-114174640	1.363e-12	7.393e-10	6.505e-10	9.834e-21
19:49876616-49876716	5.896e-06	1.368e-10	5.347e-11	5.995e-18
22:37225764-37225864	1.322e-11	1.882e-09	2.562e-09	1.115e-17
5:38442034-38442134	1.389e-11	1.924e-14	1.324e-13	1.607e-17
8:22141969-22142069	5.014e-10	2.439e-12	1.702e-06	6.014e-19
1:44809561-44809661	1.237e-11	3.008e-09	5.057e-13	3.9e-16
17:81395491-81395591	5.022e-15	2.005e-14	1.455e-08	2.832e-14
1:16905045-16905145	6.652e-13	1.179e-12	7.844e-11	1.707e-14
6:158168457-158168557	5.649e-14	4.077e-09	3.283e-11	1.44e-15
6:106512561-106512661	7.751e-14	3.53e-12	1.971e-11	1.812e-15
9:129569937-129570037	9.672e-10	1.336e-12	1.69e-11	5.147e-16
1:225882654-225882754	2.819e-11	3.933e-11	4.115e-10	7.995e-16
17:35089460-35089560	2.732e-14	6.742e-10	1.185e-09	2.105e-16
18:62249841-62249941	1.834e-11	1.493e-14	2.755e-10	2.632e-19
9:125241417-125241517	5.691e-08	4.885e-13	3.053e-12	5.562e-17
19:38226527-38226627	3.199e-11	4.798e-11	7.017e-13	2.261e-17
15:75125469-75125569	5.254e-09	4.145e-08	3.15e-14	6.734e-17
10:72293498-72293598	2.215e-08	7.182e-10	2.159e-10	1.17e-12
12:109995991-109996091	6.382e-13	1.539e-10	2.873e-09	9.837e-18
10:100535918-100536018	1.688e-05	3.039e-11	2.031e-09	6.883e-14
17:78882471-78882571	1.076e-12	1.167e-14	1.359e-09	2.366e-16
4:83110748-83110848	2.383e-06	2.447e-11	1.509e-12	2.772e-19
6:15245277-15245377	1.64e-13	4.104e-13	2.446e-08	6.56e-14
3:71397485-71397585	2.364e-15	7.167e-14	1.645e-14	9.657e-19
14:88563338-88563438	4.148e-09	1.157e-10	6.837e-10	1.384e-13
2:60881754-60881854	9.756e-10	1.523e-11	2.318e-11	1.804e-15
19:39328265-39328365	7.316e-14	0.001474	6.258e-13	1.183e-17
5:150130277-150130377	9.574e-09	4.581e-13	3.863e-11	8.285e-16
17:7307254-7307354	1.863e-11	4.932e-10	1.282e-11	7.11e-17
15:79971403-79971503	1.863e-11	4.932e-10	1.282e-11	7.11e-17
1:148402557-148402657	1.229e-06	9.751e-14	1.485e-09	4.486e-18
6:88983871-88983971	1.229e-06	9.751e-14	1.485e-09	4.486e-18
6:149317988-149318088	1.639e-10	5.324e-13	1.104e-11	3.602e-15
9:128068239-128068339	7.73e-18	1.429e-14	0.0001144	1.733e-20
5:169583951-169584051	2.863e-14	4.275e-12	1.737e-12	6.114e-17
1:175319985-175320085	1.225e-11	2.03e-13	4.517e-14	4.189e-13
1:2642705-2642805	1.1e-12	1.954e-07	5.132e-09	7.641e-15
1:204991776-204991876	1.188e-11	2.373e-13	4.898e-09	2.044e-11
4:54218164-54218264	6.136e-10	2.376e-14	1.667e-11	4.624e-17
15:43792378-43792478	3.796e-12	8.731e-12	1.329e-09	2.314e-17
14:68742252-68742352	4.691e-12	2.635e-11	2.586e-11	5.374e-18
16:53370182-53370282	4.083e-09	1.136e-12	5.817e-11	1.522e-16
2:149587266-149587366	2.274e-11	1.6e-10	6.841e-12	3.559e-16
12:45727804-45727904	7.651e-13	4.714e-10	1.037e-10	5.266e-15
6:50602553-50602653	1.075e-10	4.142e-13	3.167e-12	1.06e-19
17:45135380-45135480	4.322e-15	0.01271	3.736e-10	1.098e-13
11:6603776-6603876	1.944e-13	1.841e-11	1.111e-08	2.547e-18
3:73056738-73056838	7.376e-11	1.483e-16	2.007e-14	3e-17
