SEQID	HNF4G	HNF4A
15:83067502-83067602	4.79e-09	2.503e-23
12:123602087-123602187	1.236e-07	4.325e-21
18:35171571-35171671	4.591e-10	4.81e-23
11:74398917-74399017	8.489e-09	1.134e-21
14:70045947-70046047	2.426e-08	2.455e-19
5:177335574-177335674	3.488e-09	2.193e-18
5:81972429-81972529	2.495e-10	1.881e-20
19:5068038-5068138	0.0001423	8.755e-15
6:155327879-155327979	1.794e-10	4.718e-17
3:63513-63613	1.154e-07	3.815e-16
9:1980164-1980264	1.134e-09	5.066e-19
5:172859703-172859803	1.134e-09	5.066e-19
X:10600631-10600731	2.618e-06	2.248e-13
5:45066907-45067007	1.632e-08	1.094e-20
10:75659288-75659388	1.632e-08	1.094e-20
19:40798166-40798266	6.287e-08	1.07e-16
10:22030183-22030283	4.115e-11	3.948e-18
2:105460556-105460656	0.0001878	1.859e-11
1:222897615-222897715	3.379e-09	6.152e-17
13:27621838-27621938	7.931e-10	1.733e-19
3:140086955-140087055	7.931e-10	1.733e-19
1:174968218-174968318	3.383e-10	1.553e-22
15:89165151-89165251	3.704e-09	7.199e-20
16:85524374-85524474	8.982e-10	3.246e-20
17:74873434-74873534	4.964e-08	1.789e-19
12:105026320-105026420	4.686e-10	1.758e-19
5:54628749-54628849	2.238e-05	1.256e-07
X:106898764-106898864	6.495e-11	4.46e-16
3:111860843-111860943	1.46e-10	7.264e-18
12:43759040-43759140	1.54e-07	7.347e-16
7:75920601-75920701	7.542e-07	1.151e-11
5:124581449-124581549	9.624e-09	8.381e-19
19:5055007-5055107	7.196e-08	3.401e-21
17:17812691-17812791	3.778e-09	6.108e-21
22:25111039-25111139	6.903e-11	2.559e-20
15:70617403-70617503	2.474e-10	1.486e-18
5:132411404-132411504	1.332e-08	3.353e-18
7:77735824-77735924	1.146e-10	1.672e-21
2:52934603-52934703	1.664e-09	2.998e-17
4:24236881-24236981	7.154e-07	3.002e-13
2:173428255-173428355	7.154e-07	3.002e-13
X:21800680-21800780	5.386e-06	4.147e-12
11:2093391-2093491	5.563e-08	9.01e-17
7:150378300-150378400	5.719e-10	6.809e-16
10:102975813-102975913	8.494e-12	4.073e-21
16:11401441-11401541	1.104e-08	2.854e-17
22:19607606-19607706	9.162e-06	3.562e-14
1:51686899-51686999	4.026e-10	5.746e-23
12:116349419-116349519	5.407e-09	2.682e-22
1:51217013-51217113	4.544e-11	1.689e-21
12:104133055-104133155	1.814e-09	5.839e-18
X:11438671-11438771	1.7e-06	2.79e-15
5:95956693-95956793	2.088e-06	2.848e-14
7:16067221-16067321	6.573e-08	1.095e-19
7:15832953-15833053	1.618e-05	1.819e-15
4:97867182-97867282	1.988e-13	1.421e-29
5:91280559-91280659	1.967e-12	5.632e-18
2:38569423-38569523	7.253e-11	3.438e-19
9:117725070-117725170	1.193e-08	7.866e-20
8:122647622-122647722	2.081e-05	1.376e-16
4:184777128-184777228	2.081e-05	1.376e-16
3:12609588-12609688	1.011e-06	3.109e-14
4:33205231-33205331	3.643e-09	2.954e-17
10:104255777-104255877	6.582e-10	6.468e-20
5:67144370-67144470	8.747e-05	6.471e-11
19:8526007-8526107	1.775e-06	9.349e-20
1:229669679-229669779	5.919e-08	1.345e-18
6:30103393-30103493	3.852e-10	3.737e-18
13:108154476-108154576	0.00387	9.444e-06
8:124682502-124682602	5.412e-06	6.147e-17
3:165197250-165197350	1.783e-07	4.931e-15
3:118742851-118742951	8.044e-11	1.845e-20
6:37819252-37819352	1.233e-09	1.405e-16
17:69607539-69607639	8.845e-09	9.241e-20
5:23995093-23995193	8.845e-09	9.241e-20
8:28247301-28247401	7.749e-10	1.494e-21
17:16297152-16297252	0.0008152	1.261e-10
6:159881996-159882096	9.985e-11	2.21e-21
2:195657314-195657414	2.154e-09	1.439e-21
21:37704891-37704991	7.514e-06	6.703e-16
10:79246391-79246491	8.914e-10	7.049e-19
9:2025789-2025889	6.337e-10	1.457e-16
11:68037526-68037626	6.747e-14	1.649e-30
6:53547312-53547412	6.245e-08	1.533e-16
7:33286901-33287001	9.86e-10	9.691e-20
5:179821959-179822059	9.86e-10	9.691e-20
18:49072605-49072705	8.912e-05	4.616e-09
11:59668162-59668262	8.912e-05	4.616e-09
1:198175871-198175971	1.255e-06	2.653e-14
13:100100289-100100389	3.626e-07	6.964e-16
17:74433713-74433813	3.091e-09	5.018e-16
3:59759643-59759743	1.912e-09	1.336e-16
18:67525593-67525693	1.237e-08	1.696e-17
6:31272287-31272387	8.282e-07	1.569e-10
17:31500243-31500343	4.884e-07	1.117e-17
8:106658639-106658739	2.083e-10	3.275e-22
4:145098184-145098284	1.678e-07	3.885e-14
5:150586070-150586170	1.257e-09	1.705e-22
4:2469042-2469142	2.066e-08	9.866e-17
1:109546659-109546759	2.869e-08	8.453e-17
14:103187204-103187304	0.0008884	5.747e-11
12:95217842-95217942	2.043e-09	5.575e-18
12:27639628-27639728	1.443e-06	4.927e-15
4:53587357-53587457	1.258e-06	3.928e-17
2:166361633-166361733	2.389e-09	1.526e-17
2:134189521-134189621	2.063e-10	5.013e-21
3:12871779-12871879	2.098e-09	3.621e-17
7:74709206-74709306	4.794e-11	1.887e-18
3:24640593-24640693	2.009e-07	8.5e-15
5:45133328-45133428	3.165e-11	1.962e-17
2:201451698-201451798	2.666e-05	5.878e-12
16:76484369-76484469	3.555e-10	1.746e-21
4:169124813-169124913	5.906e-08	3.827e-19
10:33197152-33197252	5.445e-06	3.404e-17
10:12068825-12068925	1.244e-09	1.847e-20
4:15145835-15145935	2.115e-07	7.95e-18
17:37240265-37240365	6.362e-09	6.191e-21
11:62841753-62841853	1.207e-10	4.367e-19
14:68672693-68672793	6.758e-08	8.613e-19
7:99616917-99617017	1.633e-07	1.193e-16
8:123396736-123396836	1.553e-07	7.129e-19
19:40921348-40921448	3.237e-08	1.665e-13
1:237751425-237751525	9.912e-07	8.416e-15
3:184261832-184261932	1.063e-07	2.709e-16
7:148700318-148700418	9.505e-11	5.052e-15
5:125115188-125115288	3.915e-07	1.75e-18
17:51122045-51122145	6.932e-09	1.492e-19
11:47702456-47702556	6.566e-16	4.453e-26
7:5995865-5995965	5.204e-10	8.961e-22
4:186261037-186261137	1.922e-07	1.889e-16
1:223075259-223075359	1.507e-10	1.549e-22
2:127388385-127388485	2.203e-07	3.979e-15
2:44295288-44295388	1.806e-06	7.157e-12
2:8103183-8103283	1.909e-08	3.583e-19
1:88169461-88169561	5.052e-07	9.502e-19
7:116512111-116512211	5.746e-08	1.175e-18
18:1393030-1393130	3.588e-05	4.083e-14
1:232764925-232765025	4.075e-12	2.656e-23
9:125487008-125487108	2.633e-22	2.656e-23
2:230739325-230739425	3.725e-11	1.408e-19
10:37857806-37857906	2.342e-10	1.236e-14
5:92695721-92695821	6.687e-08	2.032e-18
1:247078928-247079028	2.918e-06	3.717e-13
2:45938803-45938903	3.509e-06	1.26e-13
14:94390798-94390898	3.039e-06	1.303e-16
8:71055011-71055111	5.737e-08	4.345e-19
X:130165638-130165738	4.524e-08	1.207e-14
2:20999469-20999569	1.849e-07	1.058e-17
20:31707055-31707155	2.997e-09	1.297e-16
17:82267766-82267866	5.158e-08	4.51e-20
16:30430389-30430489	5.607e-10	2.132e-18
9:87682020-87682120	1.319e-08	1.587e-17
13:41054594-41054694	1.456e-09	3.909e-17
8:102601028-102601128	1.191e-06	1.961e-08
7:123747676-123747776	1.533e-10	1.232e-12
16:4183606-4183706	4.769e-06	2.282e-17
2:219117525-219117625	6.527e-08	1.609e-15
22:29813305-29813405	7.212e-11	4.122e-19
1:19210417-19210517	1.083e-08	8.084e-20
2:61538749-61538849	6.185e-12	1.203e-18
14:50600426-50600526	2.385e-08	1.791e-16
8:75509336-75509436	1.613e-07	3.019e-20
1:175341956-175342056	1.405e-08	8.128e-23
6:119495515-119495615	5.476e-08	1.48e-17
10:112189702-112189802	1.311e-09	6.385e-19
11:120337955-120338055	3.635e-09	4.084e-20
6:106731269-106731369	1.015e-06	2.326e-14
19:45039558-45039658	1.376e-06	2.763e-17
3:113514894-113514994	1.739e-08	1.399e-20
2:38076756-38076856	1.732e-11	1.09e-20
14:20472883-20472983	2.21e-08	2.218e-19
1:6784752-6784852	3.741e-09	4.026e-13
16:14201183-14201283	4.417e-09	7.337e-22
1:216600758-216600858	9.966e-11	2.193e-20
20:13337028-13337128	3.683e-08	2.004e-16
11:67146930-67147030	5.02e-08	1.564e-18
4:145175837-145175937	7.496e-12	1.322e-22
16:85294335-85294435	0.0001314	3.336e-12
10:101486197-101486297	3.131e-06	4.057e-13
1:209399048-209399148	2.76e-09	7.993e-19
20:34876261-34876361	1.463e-09	1.693e-19
18:49788611-49788711	3.074e-06	1.809e-14
5:55599634-55599734	1.686e-08	3.391e-19
2:191168175-191168275	3.286e-07	4.765e-18
11:86508837-86508937	0.0006597	1.442e-10
3:35525231-35525331	1.55e-08	8.97e-19
19:34677792-34677892	2.738e-10	1.627e-21
3:95460669-95460769	8.507e-12	2.542e-19
13:80335265-80335365	1.555e-06	2.546e-13
5:142322836-142322936	1.276e-09	8.751e-22
1:39902334-39902434	2.923e-10	2.555e-16
7:92769622-92769722	3.18e-08	3.878e-19
1:159557283-159557383	1.317e-09	5.107e-20
9:14304514-14304614	2.172e-08	1.711e-21
X:37712369-37712469	5.354e-09	1.633e-18
8:122733979-122734079	3.382e-07	1.822e-17
11:35352628-35352728	4.557e-09	6.321e-22
6:157323737-157323837	5.312e-10	2.355e-19
6:53301134-53301234	4.451e-10	1.166e-17
11:74949322-74949422	3.599e-11	4.434e-20
9:94640082-94640182	6.955e-10	1.486e-21
15:89142262-89142362	8.474e-09	1.848e-19
16:51125321-51125421	2.095e-06	3.366e-18
17:1516855-1516955	2.974e-07	1.717e-14
5:113513895-113513995	1.73e-08	1.108e-18
15:31435991-31436091	7.483e-10	1.246e-10
1:25571930-25572030	1.293e-06	2.207e-09
2:29723751-29723851	9.811e-10	4.009e-19
3:100358587-100358687	2.533e-05	1.711e-08
5:141978728-141978828	7.714e-06	9.76e-16
6:145020480-145020580	2.588e-08	1.141e-15
7:47283538-47283638	5.71e-11	2.174e-19
8:11718869-11718969	1.074e-08	7.73e-12
19:18224092-18224192	0.004454	2.892e-09
2:156399325-156399425	2.897e-07	1.638e-17
11:18394591-18394691	7.643e-10	2.095e-20
22:20203233-20203333	6.527e-05	1.757e-09
13:20521782-20521882	9.746e-11	2.31e-18
3:166830238-166830338	1.126e-10	6.797e-25
11:45799199-45799299	1.302e-06	1.751e-12
4:1796011-1796111	6.594e-08	2.497e-19
11:9385263-9385363	3.854e-09	1.111e-19
1:155324456-155324556	8.542e-11	9.801e-19
7:41404722-41404822	1.012e-10	3.956e-19
3:48926823-48926923	6.477e-08	5.154e-17
18:8117013-8117113	2.942e-10	9.02e-18
1:119554541-119554641	3.955e-07	5.66e-17
15:78970474-78970574	0.01319	2.064e-17
14:20682658-20682758	9.983e-10	1.2e-18
1:1758184-1758284	2.079e-12	7.883e-18
7:116511668-116511768	8.752e-07	1.254e-15
5:133914138-133914238	3.792e-08	7.615e-19
22:21001818-21001918	1.979e-09	2.168e-19
9:134169574-134169674	1.366e-07	2.272e-19
6:140071880-140071980	1.233e-08	1.324e-17
5:9348691-9348791	7.508e-05	3.939e-13
8:136789751-136789851	3.873e-11	1.737e-18
X:9605047-9605147	2.337e-08	2.11e-15
1:161399854-161399954	1.195e-11	3.181e-19
15:45378217-45378317	5.424e-11	2.153e-21
13:77061714-77061814	5.996e-10	1.373e-17
7:88339353-88339453	5.428e-08	8.615e-18
2:158121054-158121154	7.495e-06	6.385e-12
1:29230585-29230685	4.27e-06	7.812e-11
11:2903771-2903871	4.088e-05	5.372e-11
20:33825626-33825726	4.296e-09	3.918e-19
5:113082257-113082357	2.939e-11	2.944e-21
16:87487278-87487378	1.076e-09	2.448e-19
3:100492867-100492967	9.793e-09	1.374e-18
4:174556367-174556467	3.544e-05	4.31e-15
14:96284730-96284830	2.462e-09	1.177e-18
4:185809188-185809288	6.291e-05	2.255e-13
10:14535926-14536026	4.208e-05	2.274e-16
13:20430033-20430133	7.837e-10	8.361e-19
3:46943819-46943919	4.313e-06	3.861e-17
2:226524861-226524961	3.849e-06	1.749e-16
X:77119860-77119960	2.198e-12	4.833e-21
8:139196754-139196854	1.54e-07	7.908e-15
10:92243499-92243599	6.042e-08	3.375e-19
6:165846419-165846519	3.911e-05	2.096e-15
4:76445857-76445957	2.205e-09	1.382e-20
22:28799610-28799710	2.331e-09	1.074e-18
1:70130351-70130451	4.16e-09	4.572e-16
22:41418088-41418188	2.347e-08	2.448e-19
15:64981956-64982056	0.00104	5.492e-09
22:21001585-21001685	1.033e-12	4.718e-25
5:113325411-113325511	3.264e-08	3.679e-16
3:2851724-2851824	1.502e-08	1.016e-13
X:86047651-86047751	3.193e-11	7.597e-15
5:124888312-124888412	2.401e-11	1.869e-20
15:96339158-96339258	1.428e-10	1.704e-19
14:104087217-104087317	8.512e-07	5.09e-15
9:81394115-81394215	3.436e-12	9.923e-26
16:69424477-69424577	9.196e-10	3.621e-15
16:50925939-50926039	4.298e-06	2.04e-16
4:155953873-155953973	7.794e-10	5.785e-18
18:46341038-46341138	8.578e-09	1.045e-14
17:19642398-19642498	1.148e-08	3.971e-12
17:63610476-63610576	2.793e-09	7.801e-20
7:36152052-36152152	1.988e-06	8.178e-09
14:57403115-57403215	4.814e-10	1.897e-22
6:33320704-33320804	2.088e-09	6.584e-19
9:129477036-129477136	1.808e-12	1.809e-18
3:100718252-100718352	1.575e-08	1.59e-20
15:31336913-31337013	2.332e-10	3.39e-20
1:62528381-62528481	3.064e-11	6.525e-21
3:13112240-13112340	2.976e-07	1.194e-20
1:8096410-8096510	8.751e-09	9.919e-18
22:40682620-40682720	1.019e-08	5.282e-22
6:39215476-39215576	1.676e-06	1.597e-17
15:41972933-41973033	1.195e-06	1.414e-14
11:86956160-86956260	4.763e-09	1.323e-18
20:53164454-53164554	1.819e-10	1.223e-22
17:81566946-81567046	1.727e-07	5.532e-19
12:1660448-1660548	2.571e-09	6.442e-21
9:76159727-76159827	8.091e-11	6.251e-23
7:114082966-114083066	2.558e-08	1.862e-16
7:116672036-116672136	3.014e-08	5.647e-16
14:34700466-34700566	1.338e-09	1.024e-16
12:87662331-87662431	4.498e-10	3.982e-18
2:218405968-218406068	1.483e-07	3.049e-14
10:88896688-88896788	4.323e-09	5.656e-19
7:137297988-137298088	3.997e-05	5.08e-14
8:32426355-32426455	7.375e-08	4.332e-19
10:45008871-45008971	7.375e-08	4.332e-19
8:73294286-73294386	9.942e-10	1.934e-19
1:24644065-24644165	1.297e-08	9.418e-20
4:119478900-119479000	5.636e-10	2.455e-19
X:150547766-150547866	2.565e-09	7.791e-17
9:571538-571638	1.545e-11	1.491e-22
6:166767344-166767444	1.586e-06	1.054e-14
6:138105751-138105851	8.377e-09	1.223e-16
17:40101043-40101143	5.079e-10	2.373e-17
22:50563826-50563926	1.508e-08	2.029e-19
2:233674279-233674379	1.278e-06	7.459e-15
9:108272584-108272684	1.69e-09	1.169e-15
7:22823051-22823151	1.69e-09	1.169e-15
4:153207949-153208049	8.988e-09	1.379e-18
3:49668718-49668818	7.517e-10	3.833e-18
7:155301133-155301233	1.348e-07	5.292e-19
16:11495733-11495833	9.664e-12	2.151e-18
5:111073516-111073616	7.24e-08	1.367e-15
2:42347140-42347240	7.24e-08	1.367e-15
15:91320032-91320132	3.762e-08	6.276e-17
2:109218609-109218709	8.728e-07	2.521e-18
6:21593807-21593907	1.369e-09	1.831e-17
14:68528769-68528869	1.129e-14	9.63e-19
9:82580853-82580953	3.849e-09	9.494e-19
6:43299665-43299765	9.197e-08	1.723e-20
9:33395640-33395740	1.92e-07	5.736e-13
12:27192391-27192491	1.163e-07	2.287e-14
8:98115378-98115478	8.461e-08	2.04e-15
9:8857094-8857194	5.336e-05	3.644e-10
19:10252391-10252491	6.706e-10	1.495e-16
7:105013961-105014061	7.914e-09	1.354e-19
11:36594649-36594749	2.449e-11	1.981e-19
7:17939277-17939377	3.518e-08	2.185e-19
11:65430109-65430209	1.523e-10	1.311e-21
12:53441416-53441516	1.523e-10	1.311e-21
20:12111776-12111876	1.083e-08	2.414e-16
15:73636747-73636847	2.349e-05	3.043e-11
X:10600926-10601026	0.002744	3.476e-09
2:215654611-215654711	1.386e-09	8.967e-21
18:76611198-76611298	0.0004325	3.367e-09
3:42130770-42130870	7.853e-11	2.939e-17
4:140154359-140154459	4.457e-09	9.341e-20
8:128140981-128141081	1.374e-09	3.527e-22
11:77144992-77145092	0.0009927	2.429e-06
16:48300677-48300777	3.264e-11	4.913e-19
8:29258721-29258821	1.858e-06	4.265e-14
8:18967649-18967749	7.866e-09	1.446e-18
3:148943920-148944020	1.569e-06	2.557e-17
9:4491490-4491590	5.905e-10	5.084e-18
4:47914851-47914951	8.019e-09	2.346e-18
1:176505272-176505372	5.581e-11	4.168e-19
2:127411734-127411834	3.635e-08	1.831e-18
11:115504867-115504967	3.694e-08	1.729e-17
6:43971640-43971740	1.749e-10	5.281e-28
12:73210945-73211045	6.976e-10	6.191e-18
16:4548870-4548970	5.898e-10	1.617e-22
14:35347750-35347850	1.263e-11	1.11e-21
2:118186255-118186355	8.174e-09	2.47e-21
11:83832316-83832416	8.174e-09	2.47e-21
11:57430095-57430195	0.0001358	4.932e-11
8:122747137-122747237	3.448e-07	2.106e-17
X:96693060-96693160	1.407e-08	9.866e-19
19:8364072-8364172	6.713e-11	3.584e-17
9:33024760-33024860	8.819e-07	2.105e-17
17:3476215-3476315	6.547e-08	5.687e-18
15:67011943-67012043	6.547e-08	5.687e-18
15:36177988-36178088	1.918e-07	1.347e-17
2:241255033-241255133	3.407e-06	1.915e-19
11:71449046-71449146	8.58e-16	1.915e-19
19:35643770-35643870	5.994e-10	4.628e-16
21:28261716-28261816	4.685e-09	6.647e-21
1:43650018-43650118	1.049e-09	2.589e-19
13:18995400-18995500	6.805e-05	4.264e-15
5:163460479-163460579	4.363e-09	3.292e-19
15:89815067-89815167	6.86e-09	4.634e-17
3:114628110-114628210	2.08e-08	1.967e-18
7:137840336-137840436	4.723e-07	3.73e-19
2:113167442-113167542	2.873e-08	1.712e-19
16:30923287-30923387	1.624e-07	1.439e-13
12:16219111-16219211	0.001399	6.794e-13
9:90319717-90319817	2.685e-05	2.375e-13
12:127245740-127245840	2.34e-11	9.181e-19
13:33723938-33724038	1.885e-10	6.829e-23
1:94820546-94820646	1.598e-07	5.262e-14
17:79075089-79075189	1.195e-07	1.895e-13
1:159587850-159587950	1.328e-09	8.306e-19
4:154571026-154571126	1.395e-09	4.891e-18
10:50431390-50431490	1.752e-09	3.808e-17
11:44634656-44634756	8.108e-10	4.309e-20
17:40108512-40108612	9.151e-10	1.11e-20
4:102869465-102869565	6.48e-10	2.739e-18
8:65644724-65644824	2.578e-10	2.615e-20
2:207291345-207291445	5.011e-12	1.223e-21
22:29799518-29799618	1.119e-08	1.674e-18
16:12644215-12644315	1.583e-08	1.237e-18
9:8857335-8857435	6.768e-09	8.057e-19
19:41000688-41000788	1.435e-09	6.402e-21
19:52028592-52028692	1.219e-05	3.386e-15
2:219218186-219218286	4.583e-07	4.517e-16
15:39773550-39773650	2.847e-11	8.362e-22
17:16044907-16045007	1.021e-08	3.811e-20
3:187748403-187748503	8.128e-10	5.232e-21
20:43590807-43590907	5.141e-09	4.912e-17
12:117502691-117502791	1.655e-08	5.627e-19
2:110349-110449	1.131e-08	1.417e-17
4:134462678-134462778	4.342e-07	3.137e-14
5:53560982-53561082	1.644e-05	3.47e-11
3:141344035-141344135	1.041e-07	3.719e-18
3:119468838-119468938	8.046e-11	1.612e-19
12:122489174-122489274	0.000735	4.648e-07
1:200352433-200352533	4.364e-05	7.841e-17
10:75495646-75495746	3.408e-06	4.939e-15
2:70248873-70248973	6.953e-09	1.189e-17
4:985457-985557	1.493e-11	2.502e-22
6:69791072-69791172	5.495e-09	1.388e-17
9:96856933-96857033	5.377e-09	1.437e-21
3:181278878-181278978	4.574e-09	8.835e-19
12:12524604-12524704	4.551e-07	1.173e-12
1:85372936-85373036	2.454e-08	8.488e-18
8:9513200-9513300	7.431e-07	5.182e-17
10:93466254-93466354	2.118e-08	4.204e-21
19:5103471-5103571	2.818e-07	4.533e-20
3:42072318-42072418	4.331e-08	1.109e-16
6:168280958-168281058	8.42e-09	9.123e-15
9:133738327-133738427	1.376e-10	8.254e-20
5:142323895-142323995	9.811e-10	1.701e-21
8:47627896-47627996	5.425e-07	3.914e-18
2:204344432-204344532	5.425e-07	3.914e-18
13:20258453-20258553	5.598e-09	1.061e-20
2:23927229-23927329	2.105e-10	7.666e-20
16:4087792-4087892	7.327e-17	7.666e-20
8:135567563-135567663	0.000105	1.054e-15
20:53643016-53643116	8.823e-07	7.084e-18
5:32331611-32331711	3.021e-09	3.081e-19
13:40801870-40801970	0.002569	3.965e-09
11:16605287-16605387	5.159e-09	3.421e-16
20:2918524-2918624	6.975e-07	2.437e-15
6:75749658-75749758	2.839e-08	1.273e-12
14:21437536-21437636	1.374e-08	2.745e-17
21:37887054-37887154	3.591e-08	4.884e-20
7:50784431-50784531	3.232e-08	6.709e-18
1:54377259-54377359	1.969e-08	4.024e-19
1:220786814-220786914	0.0007212	8.049e-10
12:87729550-87729650	7.737e-13	3.963e-25
7:88220479-88220579	4.733e-10	2.313e-19
2:126971917-126972017	8.025e-12	2.053e-32
6:125957787-125957887	1.838e-08	9.113e-16
3:36257343-36257443	1.62e-08	1.432e-16
12:68686940-68687040	9.126e-08	6.164e-14
21:42761440-42761540	2.684e-05	3.545e-10
18:55268612-55268712	1.428e-09	1.292e-20
1:51879093-51879193	5.128e-06	7.708e-16
15:40906336-40906436	1.793e-09	2.081e-20
2:201270126-201270226	8.478e-09	9.832e-21
5:166562095-166562195	1.054e-08	2.56e-14
5:64768933-64769033	2.538e-10	9.848e-18
4:128282868-128282968	4.888e-10	5.281e-17
2:110773883-110773983	1.345e-09	1.219e-22
7:151495230-151495330	2.46e-11	4.667e-23
4:85929998-85930098	2.256e-11	2.183e-19
9:87569486-87569586	1.797e-10	8.293e-20
4:123546429-123546529	5.146e-09	8.939e-18
17:42744666-42744766	1.151e-07	1.144e-18
20:6624216-6624316	3.29e-07	8.264e-17
16:15482446-15482546	6.811e-09	2.219e-20
1:200478290-200478390	6.908e-07	2.334e-15
8:124413937-124414037	1.694e-09	7.684e-19
5:67548032-67548132	1.474e-05	9.259e-14
10:71767649-71767749	4.845e-09	2.064e-18
1:15825915-15826015	1.092e-08	1.985e-19
1:159714678-159714778	2.733e-09	4.05e-18
7:25951743-25951843	5.57e-09	9.127e-17
2:27736972-27737072	9.178e-10	4.031e-16
1:39155296-39155396	7.183e-10	1.207e-18
X:13164946-13165046	2.992e-09	4.531e-17
9:130263831-130263931	0.0009617	5.817e-12
14:22589893-22589993	2.6e-09	7.528e-19
17:19526459-19526559	2.6e-09	7.528e-19
16:85615090-85615190	4.489e-10	2.127e-21
18:44853013-44853113	2.071e-07	5.622e-15
8:42366855-42366955	3.165e-08	1.652e-17
20:35278349-35278449	6.313e-08	6.841e-16
5:141619637-141619737	6.313e-08	6.841e-16
3:94524696-94524796	6.913e-08	7.23e-16
7:98371463-98371563	9.945e-09	6.849e-20
5:34752563-34752663	4.862e-09	9.024e-19
7:156725444-156725544	5.424e-07	1.022e-13
2:23927488-23927588	1.299e-08	3.813e-16
10:6271989-6272089	1.299e-08	3.813e-16
6:63799432-63799532	1.068e-05	4.831e-17
1:225735812-225735912	7.412e-10	1.329e-18
2:197453340-197453440	1.146e-08	4.96e-19
7:47149000-47149100	1.573e-08	7.615e-22
1:53220102-53220202	7.396e-10	7.002e-19
1:65469525-65469625	1.226e-06	6.652e-15
10:128157324-128157424	1.776e-09	9.053e-19
1:109213823-109213923	8.127e-12	2.109e-20
16:30957698-30957798	7.302e-09	2.512e-18
7:54253037-54253137	2.729e-08	1.783e-15
1:119784187-119784287	1.401e-05	2.024e-11
12:39620063-39620163	7.029e-10	8.063e-19
4:7630789-7630889	1.791e-07	6.193e-15
17:17591713-17591813	6.014e-11	1.009e-20
22:37032987-37033087	2.331e-10	2.653e-21
12:124730723-124730823	1.184e-07	4.333e-17
12:51628067-51628167	1.021e-07	3.674e-17
11:77131216-77131316	4.768e-08	1.653e-16
17:7404385-7404485	1.104e-07	4.562e-18
7:30284448-30284548	3.367e-13	1.257e-24
11:6618816-6618916	1.172e-05	2.987e-14
11:22078908-22079008	8.523e-08	6.876e-16
6:44246368-44246468	1.489e-07	1.851e-15
6:141035663-141035763	1.079e-10	7.182e-22
2:202983132-202983232	1.906e-07	1.013e-18
19:17305683-17305783	4.351e-09	5.875e-18
20:50404033-50404133	5.56e-09	6.995e-16
14:81655526-81655626	2.836e-07	4.709e-16
15:62067161-62067261	2.619e-08	2.531e-19
15:40785610-40785710	1.008e-05	4.138e-13
