SEQID	MAX	BHLHE40	ATF3	CEBPB	MAFK	FOSL2	NFE2L2	JUND
12:100474007-100474107	3.165e-12	2.835e-13	1.909e-10	2.619e-08	6.299e-13	2.097e-08	2.77e-12	1.208e-16
14:36054726-36054826	1.08e-12	3.015e-12	1.894e-06	1.156e-07	6.451e-12	3.571e-11	3.688e-08	1.144e-15
14:64123589-64123689	1.235e-09	2.403e-12	2.066e-05	5.38e-09	1.375e-06	8.182e-05	9.168e-07	2.104e-06
5:109709570-109709670	3.843e-17	2.397e-15	9.896e-07	9.289e-11	1.047e-19	4.796e-17	1.29e-15	7.864e-19
4:48048202-48048302	2.537e-09	9.053e-11	3.74e-07	2.118e-16	1.047e-19	5.192e-22	1.29e-15	1.968e-27
9:89991691-89991791	2.955e-08	8.404e-12	1.139e-05	1.351e-08	3.116e-11	3.273e-12	2.899e-09	6.082e-16
4:172979272-172979372	1.189e-11	6.189e-11	8.751e-10	3.809e-08	2.868e-12	4.02e-13	4.349e-12	6.218e-18
22:31676974-31677074	3.619e-11	3.829e-09	2.834e-08	9.827e-10	1.288e-13	1.53e-13	3.455e-12	3.296e-17
7:55593863-55593963	5.212e-06	8.841e-09	8.764e-09	2.925e-12	3.231e-15	3.287e-15	1.176e-16	7.499e-23
9:104873372-104873472	7.28e-10	3.758e-09	1.149e-07	2.449e-07	5.904e-13	0.0006091	8.357e-11	0.0004727
11:34640612-34640712	6.667e-11	1.037e-11	5.706e-10	1.014e-07	3.321e-12	3.969e-15	1.056e-09	1.9e-18
2:196268048-196268148	3.086e-09	2.471e-12	7.885e-11	7.676e-11	1.352e-08	1.618e-12	2.001e-13	3.701e-18
10:62243609-62243709	4.256e-08	8.123e-09	1.935e-08	6.589e-10	1.825e-09	1.484e-10	9.028e-13	1.444e-15
10:113021113-113021213	6.952e-08	1.488e-10	6.084e-07	8.83e-11	3.106e-16	3.343e-11	1.177e-11	6.17e-16
19:29671624-29671724	2.039e-07	1.318e-08	1.254e-09	5.986e-06	1.244e-06	1.477e-15	3.968e-12	1.504e-19
X:120486335-120486435	4.018e-09	3.457e-11	3.751e-09	4.463e-10	8.202e-10	2.231e-10	3.255e-11	1.302e-13
16:89395470-89395570	9.63e-08	4.637e-09	6.257e-11	1.179e-12	8.278e-14	1.551e-10	1.949e-11	4.122e-17
3:149548527-149548627	2.739e-10	3.927e-12	1.362e-11	8.595e-11	3.538e-10	1.71e-12	3.583e-13	4.008e-18
1:204261076-204261176	9.884e-10	7.579e-09	1.347e-10	5.052e-12	1.276e-09	2.225e-08	2.065e-09	1.923e-10
16:79602456-79602556	1.687e-09	3.104e-10	7.892e-10	1.699e-09	1.75e-06	2.815e-12	2.265e-13	3.312e-19
2:130342924-130343024	7.252e-07	2.255e-05	2.35e-09	3.186e-12	3.176e-08	3.819e-10	4.256e-12	7.114e-17
12:30696044-30696144	7.526e-08	9.271e-10	1.133e-09	8.849e-09	2.029e-07	3.765e-13	1.799e-11	2.511e-17
20:6701290-6701390	8.63e-09	1.564e-11	8.159e-12	1.535e-10	1.651e-09	3.499e-13	5.704e-12	1.327e-17
7:5418801-5418901	5.977e-06	3.26e-06	5.367e-12	7.176e-13	4.992e-11	8.904e-08	2.126e-12	7.482e-13
13:33126522-33126622	1.544e-07	2.527e-07	9.5e-09	6.083e-07	1.916e-07	1.486e-13	2.414e-14	1.758e-19
2:112276859-112276959	1.602e-09	7.968e-11	1.649e-08	1.258e-08	9.268e-13	1.033e-10	2.004e-11	9.232e-12
9:118336516-118336616	8.389e-07	6.683e-09	4.64e-07	1.421e-06	3.819e-08	1.092e-08	5.96e-11	2.716e-12
3:139122644-139122744	4.162e-10	1.364e-12	3.084e-11	2.171e-11	1.705e-07	1.072e-14	4.7e-09	1.157e-19
7:134603150-134603250	1.208e-06	5.557e-09	1.548e-10	7.251e-11	2.477e-12	1.673e-11	2.256e-10	3.219e-16
1:9290388-9290488	8.779e-11	4.533e-13	5.967e-09	7.108e-15	4.019e-15	4.107e-15	5.446e-13	5.191e-22
5:55390798-55390898	3.649e-10	8.024e-11	1.081e-06	1.192e-08	7.11e-10	9.044e-12	3.628e-13	7.187e-15
5:42523070-42523170	1.076e-10	4.103e-11	1.685e-07	1.915e-06	1.435e-08	1.796e-13	1.169e-11	3.464e-16
7:107967789-107967889	1.345e-11	2.578e-13	1.587e-09	3.699e-12	3.862e-12	3.267e-16	2.83e-13	2.572e-22
20:41233348-41233448	9.927e-12	2.571e-13	8.464e-10	1.372e-09	3.824e-12	3.145e-13	1.197e-12	1.056e-19
1:80657017-80657117	1.846e-10	5.745e-12	1.014e-08	1.085e-06	1.851e-12	1.098e-15	1.611e-12	2.959e-17
1:168409174-168409274	1.354e-11	6.036e-11	8.494e-10	4.322e-07	5.704e-10	2.532e-05	1.302e-09	9.611e-10
9:109951291-109951391	1.852e-10	2.053e-10	1.859e-08	1.131e-10	1.856e-10	5.928e-15	5.14e-12	3.573e-17
14:92540951-92541051	1.852e-10	2.053e-10	1.859e-08	1.131e-10	1.856e-10	5.928e-15	5.14e-12	3.573e-17
3:37041816-37041916	1.166e-10	5.829e-11	1.735e-09	6.017e-08	4.9e-14	3.212e-10	3.924e-11	3.497e-11
8:48773732-48773832	7.43e-08	2.161e-09	2.739e-07	2.823e-08	1.067e-11	2.416e-11	1.614e-09	1.122e-15
5:96254679-96254779	3.612e-09	9.058e-10	1.357e-07	1.128e-10	1.622e-09	2.144e-11	2.158e-11	9.706e-13
2:134934761-134934861	3.158e-09	3.327e-10	6.205e-10	5.4e-07	1.117e-08	1.455e-09	2.233e-10	6.741e-13
11:57761925-57762025	7.261e-10	1.729e-10	1.185e-09	1.598e-07	0.0002555	9.296e-13	2.033e-11	2.697e-14
15:59689654-59689754	1.025e-11	1.457e-10	1.892e-08	5e-11	0.0002555	2.341e-19	2.033e-11	1.145e-27
8:17788835-17788935	3.091e-10	2.052e-12	2.395e-11	6.858e-07	1.003e-10	4.15e-14	2.295e-13	8.646e-18
10:31031706-31031806	1.512e-10	7.194e-13	2.217e-09	1.79e-10	2.253e-12	3.749e-10	4.568e-13	2.285e-16
4:25252877-25252977	3.691e-10	4.341e-10	1.093e-06	2.188e-09	1.025e-07	7.37e-13	1.061e-10	5.906e-15
12:107658024-107658124	1.228e-09	1.618e-10	4.912e-08	1.267e-08	2.471e-11	5.526e-08	9.74e-09	1.129e-10
8:80030298-80030398	6.735e-09	5.162e-11	2.744e-09	5.938e-13	7.936e-13	1.883e-13	4.144e-12	1.759e-18
1:185720825-185720925	1.168e-11	3.818e-12	2.469e-10	4.967e-10	6.411e-10	3.853e-15	6.354e-11	3.415e-18
2:6757621-6757721	3.789e-09	1.011e-09	1.514e-06	1.465e-09	1.833e-09	5.157e-08	3.189e-10	4.671e-09
2:132416748-132416848	4.188e-09	1.038e-09	1.413e-11	9.565e-13	1.669e-11	4.292e-16	3.819e-14	7.88e-21
10:104338751-104338851	1.274e-07	2.019e-09	9.816e-11	3.867e-07	1.178e-13	3.665e-15	7.323e-13	4.817e-18
4:183081443-183081543	3.01e-10	3.178e-11	1.925e-06	7.006e-06	3.649e-12	5.153e-09	4.763e-12	1.793e-09
5:56098157-56098257	9.543e-12	2.681e-13	3.777e-10	4.138e-12	3.061e-07	7.409e-12	6.459e-13	1.055e-19
9:87502722-87502822	2.153e-08	2.92e-09	1.041e-06	3.088e-11	1.012e-11	1.634e-10	5.177e-08	5.461e-12
9:95225501-95225601	4.673e-14	2.7e-13	7.231e-10	4.638e-11	1.068e-07	8.057e-12	4.013e-10	4.001e-13
1:39825805-39825905	1.747e-07	1.018e-05	1.223e-09	5.547e-11	4.782e-11	1.252e-10	9.709e-11	2.827e-15
6:110816035-110816135	7.756e-09	4.358e-10	2.168e-11	5.036e-08	2.225e-05	8.329e-12	3.311e-12	2.362e-19
16:67227213-67227313	2.644e-10	3.195e-10	2.247e-10	4.523e-12	5.237e-10	3.567e-13	8.357e-11	2.349e-14
10:46023510-46023610	3.174e-09	1.135e-10	1.171e-11	2.699e-14	5.487e-13	1.714e-15	1.795e-13	6.162e-23
13:98190269-98190369	1.521e-09	2.34e-12	1.57e-12	4.439e-08	8.144e-13	1.285e-16	1.098e-13	2.493e-19
10:35220889-35220989	5.674e-12	2.806e-13	9.879e-09	1.289e-09	4.093e-07	3.589e-14	7.599e-11	8.758e-18
4:185833455-185833555	3.702e-10	9.477e-11	1.388e-07	1.551e-05	1.477e-06	5.432e-12	2.631e-12	3.57e-13
12:11649087-11649187	1.233e-07	1.517e-09	3.936e-09	2.608e-12	3.685e-13	3.193e-13	2.843e-12	6.758e-17
4:74057119-74057219	1.193e-09	1.199e-10	1.667e-08	1.842e-08	1.855e-07	2.146e-05	3.79e-12	1.684e-05
15:88467680-88467780	4.504e-09	4.224e-11	1.139e-05	1.982e-11	8.884e-15	9.26e-12	4.803e-11	1.448e-12
17:50867802-50867902	8.419e-08	6.214e-07	5.532e-11	2.993e-13	7.382e-13	3.024e-15	4.561e-14	4.262e-19
8:138602201-138602301	3.523e-10	1.129e-10	7.655e-10	2.011e-13	1.005e-08	7.43e-14	1.396e-12	8.183e-18
12:56230840-56230940	6.822e-10	1.413e-11	2.761e-07	2.803e-09	1.899e-13	1.536e-11	4.192e-13	1.223e-16
10:68648285-68648385	4.86e-10	1.722e-11	1.662e-09	9.712e-08	3.083e-07	1.746e-10	4.215e-11	5.261e-11
12:105742252-105742352	1.321e-07	2.781e-10	8.457e-10	8.796e-07	8.428e-08	4.623e-12	7.34e-10	3.848e-16
12:39443967-39444067	7.589e-10	6.818e-11	3.706e-12	5.165e-10	1.152e-12	1.649e-15	3.684e-11	1.209e-18
19:4725000-4725100	2.776e-09	7.561e-10	3.211e-09	1.062e-11	1.72e-09	6.294e-13	4.394e-13	2.111e-17
7:83548052-83548152	1.842e-10	1.583e-13	8.183e-11	7.141e-11	3.112e-11	3.605e-11	2.018e-13	1.385e-12
4:53546330-53546430	1.17e-06	6.78e-07	1.29e-05	4.738e-09	5.038e-11	3.75e-08	6.691e-08	5.983e-11
5:39716806-39716906	3.309e-08	2.723e-11	2.015e-10	4.321e-10	4.53e-11	2.412e-12	1.393e-12	1.318e-19
9:4665651-4665751	1.926e-10	1.209e-12	2.695e-07	0.0004468	3.996e-11	3.575e-10	9.211e-09	3.285e-11
2:173231381-173231481	2.253e-09	9.161e-09	1.441e-07	8.095e-07	3.404e-09	5.031e-08	7.386e-10	8.384e-11
14:26139383-26139483	6.174e-08	1.818e-11	3.503e-09	1.285e-06	3.682e-07	7.705e-11	1.407e-11	1.408e-15
1:43207225-43207325	2.528e-12	8.468e-12	0.0002105	3.904e-10	3.31e-10	5.895e-08	1.54e-12	3.096e-07
12:29782596-29782696	3.074e-10	3.755e-13	1.177e-12	4.853e-09	7.435e-11	7.501e-14	1.767e-13	3.79e-18
10:129642718-129642818	1.416e-07	1.013e-09	2.739e-06	8.843e-13	3.375e-09	1.215e-07	5.172e-08	3.575e-08
14:53033327-53033427	1.544e-09	2.687e-11	8.439e-10	6.148e-10	2.655e-08	3.957e-11	3.992e-11	2.507e-12
3:194496754-194496854	9.203e-12	1.04e-13	2.809e-10	4.012e-11	1.596e-14	5.37e-08	8.66e-13	1.614e-09
1:154974375-154974475	1.008e-08	1.004e-08	1.929e-10	3.338e-08	1.776e-13	1.607e-09	9.205e-12	1.069e-14
9:87516610-87516710	2.533e-05	7.378e-10	6.135e-10	2.397e-07	1.048e-09	9.58e-12	2.404e-09	5.436e-15
15:70835709-70835809	3.683e-09	1.563e-11	1.841e-08	5.16e-10	1.372e-09	2.309e-15	5.623e-12	1.264e-17
7:29284873-29284973	1.573e-06	6.619e-07	0.002489	5.826e-11	4.589e-09	5.92e-13	3.771e-12	5.607e-17
12:79452365-79452465	2.474e-09	7.872e-11	1.618e-06	4.232e-10	5.506e-14	1.536e-08	1.119e-08	1.305e-09
5:143141189-143141289	1.565e-09	2.448e-11	1.873e-09	9.593e-08	7.213e-12	4.938e-15	6.721e-12	1.543e-19
1:12147161-12147261	3.117e-11	2.455e-12	1.208e-11	1.234e-09	1.005e-05	7.33e-11	3.346e-11	4.859e-13
6:53359563-53359663	7.74e-09	1.249e-08	2.933e-09	8.074e-11	6.388e-16	2.055e-10	2.089e-10	2.442e-16
11:62787538-62787638	1.66e-09	2.446e-11	9.861e-10	2.845e-13	2.564e-12	7.449e-13	6.032e-12	2.191e-18
3:161488501-161488601	3.811e-10	1.866e-11	1.793e-06	3.833e-06	1.907e-08	2.014e-11	2.377e-10	6.681e-14
12:10089339-10089439	5.258e-09	8.698e-09	1.686e-07	7.503e-10	1.09e-07	4.695e-11	1.031e-11	5.795e-16
4:155801025-155801125	5.274e-08	3.553e-11	9.591e-06	1.838e-07	6.462e-07	1.263e-12	3.38e-11	5.272e-15
20:13245661-13245761	4.537e-12	1.714e-13	3.677e-09	1.369e-10	2.808e-09	4.199e-16	3.568e-14	9.09e-19
5:154755276-154755376	2.937e-05	2.504e-07	2.922e-09	3.406e-15	7.702e-12	4.072e-12	1.414e-12	2.226e-18
3:142650308-142650408	1.637e-16	4.175e-18	5.609e-13	3.193e-13	8.821e-21	1.559e-17	5.628e-19	1.33e-27
6:130853832-130853932	1.358e-06	9.409e-09	6.385e-11	3.468e-10	1.808e-08	7.813e-09	4.44e-11	4.442e-13
9:111678639-111678739	9.239e-07	2.383e-08	8.728e-12	9.359e-14	3.892e-16	4.784e-13	1.2e-14	3.752e-18
3:175343803-175343903	1.159e-10	1.095e-12	1.011e-08	1.47e-10	1.449e-10	1.607e-11	2.099e-08	1.131e-15
8:120068330-120068430	1.698e-09	1.846e-11	2.369e-08	2.324e-10	3.484e-06	7.83e-12	2.555e-09	3.264e-13
7:100130905-100131005	7.988e-10	1.573e-11	1.096e-10	5.079e-11	3.939e-12	4.112e-13	3.841e-11	1.162e-16
6:53359772-53359872	1.262e-05	3.275e-08	9.036e-09	1.015e-13	2.855e-09	2.239e-14	1.165e-13	1.084e-14
21:38907379-38907479	2.932e-09	6.712e-11	2.254e-08	6.467e-13	3.538e-07	2.049e-12	1.16e-11	1.89e-16
1:8755343-8755443	2.507e-09	5.176e-13	5.294e-11	2.131e-10	6.509e-13	6.606e-13	2.086e-13	1.06e-17
22:46649752-46649852	1.05e-07	6.417e-08	9.973e-10	6.872e-09	2.618e-13	2.013e-11	1.958e-12	1.853e-16
2:131493084-131493184	8.08e-07	3.451e-06	3.903e-09	1.433e-08	2.935e-16	1.152e-11	3.793e-12	4.07e-16
20:34405648-34405748	2.511e-09	2.076e-09	4.487e-07	1.342e-09	1.718e-11	2.842e-12	3.068e-08	4.013e-12
5:109689417-109689517	1.161e-06	6.575e-08	1.951e-10	2.245e-11	1.553e-13	1.078e-13	1.062e-09	2.415e-16
2:176502957-176503057	1.01e-08	2.564e-12	4.232e-10	1.262e-09	2.454e-15	8.898e-14	2.114e-12	5.968e-17
13:97244308-97244408	7.71e-08	9.312e-09	2.107e-09	1.101e-06	1.68e-06	5.01e-12	3.471e-12	3.449e-16
9:83621481-83621581	7.71e-08	9.312e-09	2.107e-09	1.101e-06	1.68e-06	5.01e-12	3.471e-12	3.449e-16
10:95409377-95409477	4.172e-08	1.619e-10	4.445e-10	3.54e-11	5.081e-13	3.359e-11	1.22e-10	2.638e-13
2:46031497-46031597	3.33e-12	4.449e-13	5.26e-10	6.931e-12	1.895e-12	1.119e-14	6.895e-11	2.287e-17
13:27953244-27953344	1.817e-07	4.845e-08	1.678e-07	1.412e-10	1.078e-10	4.573e-15	5.844e-11	8.038e-20
11:27456416-27456516	2.009e-10	2.237e-10	8.437e-09	2.097e-12	6.992e-05	1.572e-11	2.834e-10	3.744e-16
14:68250492-68250592	1.994e-11	1.316e-13	6.014e-12	9.542e-09	2.765e-15	5.703e-13	5.658e-13	8.641e-18
7:107868464-107868564	5.845e-11	1.182e-11	1.501e-10	3.109e-07	1.995e-09	1.455e-09	5.19e-11	4.337e-11
7:40094645-40094745	2.799e-08	2.32e-10	1.176e-09	1.633e-09	8.603e-11	2.877e-16	1.137e-14	2.315e-22
8:11202090-11202190	5.009e-09	1.038e-11	2.344e-08	1.207e-06	1.857e-11	1.326e-08	5.061e-13	9.173e-15
8:4101896-4101996	1.209e-08	9.375e-11	1.092e-09	6.037e-10	1.774e-11	2.625e-13	1.806e-12	9.412e-16
2:30179026-30179126	7.675e-07	3.69e-09	2.049e-09	4.36e-12	2.025e-14	5.466e-14	5.341e-13	5.29e-16
8:101690634-101690734	2.829e-10	4.775e-13	3.329e-10	7.925e-08	4.062e-09	3.343e-14	8.895e-14	1.73e-17
5:122165976-122166076	2.009e-08	2.133e-09	1.311e-09	6.969e-10	2.161e-07	4.565e-07	6.927e-11	5.404e-12
11:2157977-2158077	2.532e-09	3.054e-09	5.978e-10	4.871e-13	2.506e-11	1.097e-12	1.476e-12	1.064e-15
7:39580711-39580811	1.177e-09	1.462e-12	1.214e-08	1.899e-06	3.305e-11	9.361e-10	3.144e-12	8.059e-16
6:71393830-71393930	1.876e-07	6.52e-09	1.18e-09	1.448e-07	6.189e-10	2.878e-08	6.241e-11	1.674e-09
19:4052893-4052993	1.13e-13	4.147e-16	2.734e-13	9.963e-21	6.189e-10	1.052e-24	6.241e-11	1.69e-31
4:153684396-153684496	1.433e-07	9.174e-06	2.98e-10	1.489e-13	1.891e-15	1.768e-15	2.585e-10	7.593e-20
6:138268580-138268680	2.709e-08	2.189e-10	1.797e-05	1.781e-10	6.781e-12	3.354e-11	2.626e-12	6.665e-14
17:76568041-76568141	5.585e-09	4.403e-12	2.44e-13	2.347e-14	1.576e-17	5.149e-17	1.063e-14	2.01e-23
12:102950588-102950688	1.125e-09	7.926e-10	9.516e-09	4.398e-13	3.036e-11	1.747e-08	9.328e-14	6.957e-18
11:43401659-43401759	3.352e-13	2.189e-14	1.877e-06	5.48e-14	2.614e-11	7.529e-15	8.073e-14	1.255e-17
16:20906829-20906929	2.343e-07	7.035e-10	7.357e-10	1.6e-09	2.272e-15	1.031e-15	1.577e-12	2.43e-20
20:45935853-45935953	8.27e-09	1.397e-09	1.38e-09	1.473e-09	3.601e-09	6.917e-14	7.797e-13	1.086e-17
5:119852517-119852617	2.424e-10	5.99e-13	7.251e-07	2.12e-11	3.497e-06	3.843e-08	1.641e-09	1.209e-09
10:127990779-127990879	3.792e-10	1.408e-13	7.461e-10	6.796e-11	6.895e-12	4.226e-14	1.811e-13	2.251e-17
6:135498562-135498662	4.099e-08	9.26e-09	1.135e-07	3.648e-08	1.332e-08	7.932e-10	2.172e-08	6.77e-11
7:70614979-70615079	1.819e-09	9.121e-11	1.641e-07	3.627e-10	1.317e-08	6.774e-06	3.658e-11	4.705e-09
17:69131258-69131358	5.653e-08	3.513e-10	1.837e-08	2.512e-09	8.607e-12	4.351e-12	6.266e-11	2.436e-14
1:230707316-230707416	0.001628	0.0001484	8.249e-08	1.608e-09	1.192e-10	1.75e-06	1.422e-11	1.586e-12
12:21566597-21566697	5.508e-22	1.927e-15	7.8e-14	1.234e-17	1.192e-10	1.018e-20	1.422e-11	6.045e-41
6:3013855-3013955	5.508e-22	1.927e-15	7.8e-14	1.234e-17	1.192e-10	1.018e-20	1.422e-11	6.045e-41
17:16438978-16439078	1.038e-09	8.099e-11	1.606e-09	1.948e-10	2.905e-12	2.244e-12	2.05e-12	6.602e-17
3:52536601-52536701	5.037e-07	1.093e-07	2.391e-09	4.464e-13	3.783e-16	1.932e-15	6.994e-13	9.79e-19
3:29695922-29696022	2.091e-11	2.368e-11	3.245e-10	5.504e-09	4.91e-11	1.022e-10	8.37e-10	1.485e-16
8:32408464-32408564	1.204e-09	9.364e-11	3.779e-10	9.912e-12	2.418e-09	7.287e-13	6.716e-11	8.957e-19
17:76727175-76727275	7.448e-09	4.965e-09	1.064e-08	4.29e-12	3.252e-07	5.39e-11	4.097e-09	3.819e-17
14:96104953-96105053	4.731e-08	1.339e-10	3.292e-10	8.809e-13	4.673e-11	1.338e-07	3.205e-07	1.46e-10
4:41939306-41939406	8.27e-11	5.452e-12	1.175e-09	1.037e-10	3.903e-08	1.272e-10	1.118e-10	4.086e-15
1:22412686-22412786	1.017e-08	6.424e-10	3.523e-05	1.803e-11	6.81e-09	9.069e-08	1.298e-08	8.304e-09
19:11639887-11639987	1.123e-10	2.631e-08	1.789e-08	5.89e-13	3.148e-10	2.266e-13	3.054e-11	1.887e-16
2:69674633-69674733	4.131e-09	1.386e-10	3.465e-12	1.684e-05	1.588e-12	1.065e-09	1.009e-12	2.152e-17
17:19538812-19538912	3.237e-09	5.373e-12	6.48e-08	1.101e-10	4.478e-06	5.551e-13	2.27e-07	4.312e-17
3:72822557-72822657	1.904e-09	2.657e-09	9.099e-09	7.834e-07	2.445e-08	2.239e-06	3.729e-11	2.864e-10
12:52905303-52905403	5.164e-08	9.19e-08	5.107e-10	2.765e-07	3.648e-11	2.528e-09	2.052e-11	1.073e-11
7:5397531-5397631	3.57e-09	2.086e-10	4.013e-08	2.983e-10	1.197e-07	1.759e-13	6.115e-11	2.426e-17
8:96378196-96378296	3.21e-09	1.293e-09	1.446e-11	1.12e-06	1.892e-07	4.118e-16	6.517e-10	7.617e-22
6:134840530-134840630	1.729e-10	1.793e-10	1.14e-05	1.198e-08	3.573e-13	6.495e-09	1.085e-08	2.735e-10
20:51389794-51389894	1.358e-11	9.28e-14	1.139e-05	4.32e-10	9.411e-13	3.212e-11	2.241e-10	5.765e-16
18:6328596-6328696	3.004e-08	8.394e-11	2.38e-10	1.034e-08	1.596e-13	2.64e-14	8.648e-12	4.8e-14
15:55234898-55234998	2.427e-08	6.834e-09	1.72e-07	1.23e-07	3.166e-07	2.989e-12	1.06e-13	1.837e-14
10:67212010-67212110	2.191e-08	1.588e-11	2.336e-08	4.632e-09	1.001e-13	3.117e-12	2.701e-10	1.861e-12
10:95351215-95351315	1.67e-09	6.076e-11	2.838e-05	1.16e-11	1.125e-09	7.616e-11	1.4e-11	2.829e-11
14:51906076-51906176	2.636e-10	5.213e-10	1.875e-09	1.797e-08	2.248e-05	9.933e-09	4.428e-11	5.61e-16
18:23115524-23115624	2.636e-10	5.213e-10	1.875e-09	1.797e-08	2.248e-05	9.933e-09	4.428e-11	5.61e-16
4:174505343-174505443	6.433e-12	8.402e-14	1.533e-10	6.324e-09	8.212e-11	1.483e-11	4.417e-08	5.991e-13
20:57552840-57552940	1.446e-08	8.632e-09	2.326e-09	6.194e-09	4.322e-09	7.514e-08	1.187e-10	6.276e-09
19:58305289-58305389	2.775e-09	7.932e-11	1.791e-08	3.779e-09	1.023e-13	7.838e-11	7.523e-15	1.63e-13
10:34364665-34364765	3.857e-14	7.556e-15	2.461e-10	1.173e-08	5.405e-11	4.589e-14	7.083e-15	2.914e-20
10:88089864-88089964	1.47e-11	2.954e-14	2.029e-09	6.139e-09	1.569e-13	1.135e-15	5.975e-12	1.083e-17
12:94501090-94501190	2.983e-07	4.028e-08	3.296e-10	2.992e-10	3.978e-13	7.88e-16	2.331e-12	1.679e-19
2:26491909-26492009	5.793e-09	6.128e-11	1.14e-05	1.204e-06	5.97e-08	6.087e-09	2.948e-07	6.382e-12
6:125174968-125175068	1.325e-12	7.805e-13	4.299e-11	5.045e-14	3.631e-13	6.911e-20	2.37e-16	1.341e-23
5:91008182-91008282	1.364e-18	3.542e-13	3.253e-13	1.145e-23	3.631e-13	3.692e-24	2.37e-16	3.977e-31
15:78507557-78507657	1.908e-10	2.894e-08	3.692e-12	1.337e-15	4.965e-17	2.847e-15	1.644e-14	5.051e-20
10:4931982-4932082	5.678e-06	3.71e-09	8.658e-10	1.239e-09	1.096e-09	3.462e-11	9.942e-13	4.253e-13
1:211829678-211829778	2.9e-08	1.079e-07	1.027e-06	1.541e-10	1.022e-11	2.938e-13	3.2e-12	3.216e-17
20:54365307-54365407	1.049e-09	4.68e-10	9.47e-10	1.124e-08	4.916e-11	4.931e-09	3.319e-10	2.124e-10
12:14239758-14239858	2.319e-09	3.046e-10	1.988e-08	1.138e-09	1.642e-13	9.873e-10	2.324e-08	2.231e-12
1:176558054-176558154	7.137e-10	1.942e-12	1.774e-08	6.216e-07	7.538e-06	3.351e-10	5.322e-10	7.22e-13
2:210524037-210524137	1.084e-07	4.521e-10	1.248e-09	3.088e-11	7.445e-12	2.39e-13	4.287e-12	2.985e-21
8:120704097-120704197	1.12e-08	4.359e-10	1.656e-05	9.707e-07	7.808e-12	4.332e-14	7.374e-10	1.066e-16
18:22098840-22098940	8.33e-07	9.043e-09	1.676e-07	3.11e-05	9.516e-10	6.281e-15	3.407e-14	1.542e-20
15:50424478-50424578	1.823e-06	1.083e-08	5.419e-06	2.375e-11	1.312e-15	9.817e-13	2.162e-11	1.639e-17
7:133253051-133253151	2.9e-09	5.971e-11	2.449e-09	2.809e-10	0.0007168	1.708e-12	3.276e-10	1.105e-17
10:11514186-11514286	2.9e-09	5.971e-11	2.449e-09	2.809e-10	0.0007168	1.708e-12	3.276e-10	1.105e-17
3:42025909-42026009	1.19e-10	2.877e-09	2.43e-09	3.345e-10	4.983e-13	7.813e-10	1.74e-13	7.152e-11
19:53520999-53521099	9.894e-09	8.632e-09	2.5e-07	5.686e-10	3.32e-12	2.378e-08	6.991e-13	1.823e-12
1:100479182-100479282	8.029e-12	8.485e-14	4.611e-10	2.537e-09	1.2e-09	1.948e-15	7.164e-14	9.168e-18
1:56453392-56453492	1.935e-12	8.415e-14	3.712e-10	1.13e-12	2.779e-11	5.02e-14	5.508e-13	1.461e-16
9:6658990-6659090	2.339e-11	2.893e-13	2.87e-08	6.269e-09	9.847e-12	1.561e-11	8e-13	4.554e-12
17:28599374-28599474	8.006e-10	1.562e-09	1.414e-09	1.331e-15	3.01e-14	8.537e-16	4.748e-13	2.306e-22
22:32474879-32474979	1.105e-11	1.006e-11	2.022e-09	2.903e-14	7.572e-11	2.003e-15	9.548e-14	1.728e-18
6:106772655-106772755	6.779e-08	4.383e-09	1.665e-10	2.113e-11	1.674e-10	6.342e-10	1.215e-08	9.498e-13
6:13406509-13406609	2.012e-11	6.422e-12	5.948e-10	4.845e-12	2.524e-12	9.498e-15	5.647e-12	1.1e-17
9:19202520-19202620	2.757e-10	7.721e-12	2.227e-12	5.417e-11	1.229e-12	1.792e-08	3.063e-10	3.65e-13
2:30146828-30146928	1.385e-09	7.558e-11	1.821e-07	7.873e-10	2.95e-07	2.62e-08	8.263e-12	3.519e-10
1:221440413-221440513	3.873e-08	4.052e-10	6.414e-06	2.274e-08	2.048e-11	1.026e-10	1.979e-11	2.281e-14
16:73019795-73019895	3.045e-09	1.507e-11	1.06e-08	1.365e-11	5.485e-10	5.435e-14	4.232e-08	6.814e-17
X:23872116-23872216	3.045e-09	1.507e-11	1.06e-08	1.365e-11	5.485e-10	5.435e-14	4.232e-08	6.814e-17
3:35782659-35782759	7.809e-09	4.549e-10	1.339e-07	7.459e-08	1.975e-11	2.04e-10	5.755e-11	5.749e-13
5:124746697-124746797	1.321e-09	1.346e-10	8.745e-10	6.196e-12	8.24e-13	1.899e-13	1.375e-10	2.762e-15
11:86500129-86500229	2.377e-08	2.635e-11	3.709e-10	3.489e-09	9.783e-09	7.306e-13	3.409e-10	5.065e-18
4:52193083-52193183	4.967e-09	1.666e-09	9.59e-06	8.47e-09	1.019e-13	3.39e-11	6.87e-12	3.227e-16
11:59776800-59776900	2.631e-08	7.003e-12	9.665e-10	3.703e-09	4.718e-08	3.073e-12	1.114e-11	6.422e-14
1:162152735-162152835	5.418e-10	2.503e-10	6.409e-11	3.961e-08	4.065e-09	8.393e-12	1.382e-12	8.797e-17
6:69795665-69795765	2.458e-08	1.723e-10	1.503e-08	8.038e-11	1.368e-10	3.224e-10	1.945e-12	8.71e-13
