SEQID	TAL1::TCF3	REST
chr6:44253412-44253512	1.81e-08	3.648e-19
chr7:127808780-127808880	1.294e-06	2.137e-19
chr19:15734669-15734769	4.96e-09	6.774e-18
chr9:130513877-130513977	8.891e-10	2.86e-16
chr19:1447021-1447121	2.294e-09	7.309e-16
chr19:11590571-11590671	1.198e-08	4.682e-20
chr6:118998487-118998587	4.532e-08	3.616e-16
chr2:30143122-30143222	8.295e-10	2.516e-18
chr11:57147286-57147386	4.806e-06	7.295e-16
chr2:27216841-27216941	1.012e-07	3.265e-16
chr11:113345177-113345277	2.426e-08	5.632e-20
chr22:50129114-50129214	3.261e-07	2.061e-20
chr8:56015512-56015612	3.038e-08	1.017e-16
chr17:45875318-45875418	4.558e-09	2.849e-18
chr9:137990381-137990481	8.685e-09	3.608e-15
chr7:50620823-50620923	5.617e-07	7.702e-21
chr16:17878070-17878170	7.423e-08	8.498e-17
chr8:139801416-139801516	6.996e-07	1.493e-13
chr6:105335377-105335477	4.583e-06	6.545e-20
chr10:104121618-104121718	3.648e-09	5.052e-14
chr16:9930125-9930225	1.577e-07	1.022e-15
chr1:20698055-20698155	2.776e-07	2.777e-15
chr9:126912407-126912507	5.204e-08	1.139e-16
chr5:1247124-1247224	7.932e-09	2.495e-12
chr12:129534606-129534706	1.327e-07	2.356e-16
chr16:19319064-19319164	6.701e-08	1.917e-20
chr12:89927157-89927257	5.163e-06	2.762e-17
chr1:1951107-1951207	2.522e-08	2.769e-16
chr2:137340336-137340436	8.303e-08	1.119e-17
chr6:110299835-110299935	4.835e-07	4.298e-19
chr4:153087877-153087977	3.479e-08	1.821e-19
chr9:133061074-133061174	4.122e-08	4.139e-17
chr1:33352188-33352288	2.926e-05	2.09e-17
chr6:19988945-19989045	6.264e-09	1.041e-17
chr7:158155791-158155891	1.819e-08	4.708e-15
chr17:6172984-6173084	2.26e-08	7.134e-17
chr11:109295771-109295871	1.149e-07	2.348e-19
chr17:26090087-26090187	1.014e-08	1.363e-19
chr1:3418806-3418906	1.452e-08	4.717e-13
chr10:99815784-99815884	4.131e-08	1.453e-18
chr17:42385894-42385994	4.587e-07	1.13e-19
chr6:39056288-39056388	1.726e-08	3.554e-16
chr18:47424980-47425080	2.691e-08	6.076e-17
chr11:45565526-45565626	3.78e-06	1.167e-16
chr19:47910496-47910596	1.549e-09	7.002e-15
chr3:120627016-120627116	7.074e-09	6.411e-22
chr9:34984203-34984303	5.711e-08	0.0005959
chr2:210636443-210636543	4.738e-08	2.163e-12
chr1:243010828-243010928	2.854e-08	1.531e-16
chr1:34966186-34966286	1.857e-06	7.313e-19
chr22:26655635-26655735	6.144e-08	4.323e-12
chr20:60183479-60183579	1.834e-09	7.214e-19
chr20:45152744-45152844	1.914e-08	1.67e-20
chr22:30855450-30855550	8.715e-08	2.713e-09
chr19:3244147-3244247	5.844e-08	0.008986
chr20:61174167-61174267	1.35e-08	6.997e-16
chr17:34070991-34071091	1.369e-07	1.14e-14
chr8:55914019-55914119	4.697e-09	1.802e-14
chr3:183958298-183958398	7.53e-09	3.247e-21
chr1:7676633-7676733	1.542e-06	1.708e-17
chr11:33522554-33522654	3.157e-08	1.303e-20
chr11:20180325-20180425	2.444e-08	7.418e-20
chr1:159905629-159905729	3.617e-07	1.245e-10
chr14:103996899-103996999	1.997e-08	8.398e-17
chr14:78986346-78986446	5.01e-09	1.394e-16
chr17:6207142-6207242	1.617e-09	1.174e-16
chr18:44786861-44786961	1.928e-06	9.644e-18
chr3:154139017-154139117	1.041e-06	1.59e-15
chr8:62200745-62200845	1.256e-08	4.222e-14
chr7:153928981-153929081	2.305e-09	1.265e-17
chr8:20054696-20054796	8.698e-10	4.854e-16
chr1:203189213-203189313	5.649e-08	3.187e-17
chr22:37099541-37099641	5.963e-08	1.272e-10
chr12:1940374-1940474	6.985e-06	2.859e-18
chr7:133743815-133743915	1.404e-08	6.524e-17
chr2:220408718-220408818	6.286e-08	6.918e-20
chr11:66186212-66186312	1.056e-07	1.326e-18
chr19:10203990-10204090	1.354e-07	1.259e-18
chr6:140123241-140123341	3.706e-08	1.066e-19
chr6:110576710-110576810	4.505e-05	1.326e-15
chr2:30608329-30608429	7.784e-10	3.531e-21
chr22:39874558-39874658	7.07e-07	4.841e-20
chr9:36748453-36748553	1.73e-08	0.001335
chr14:21563735-21563835	3.69e-10	1.127e-16
chr8:110698394-110698494	2.681e-08	7.615e-18
chr17:77321937-77322037	1.906e-08	2.869e-15
chr5:95769985-95770085	3.065e-08	7.364e-18
chr11:134346465-134346565	6.342e-09	1.529e-18
chr20:47139849-47139949	5.334e-09	2.178e-21
chr12:119419592-119419692	2.376e-06	7.811e-10
chr3:178402818-178402918	1.311e-08	1.301e-21
chr5:33936137-33936237	2.629e-08	1.748e-11
chr16:17243886-17243986	6.949e-07	6.484e-12
chr2:10980098-10980198	4.489e-08	2.378e-18
chr9:100149500-100149600	3.783e-06	4.204e-19
chr12:119083175-119083275	1.828e-06	3.678e-19
chr1:4029062-4029162	1.594e-07	8.68e-17
chr17:32059308-32059408	1.032e-08	1.225e-19
chr9:115894250-115894350	2.59e-06	7.149e-21
chr19:55728534-55728634	5.104e-09	2.359e-18
chr20:1986609-1986709	5.192e-07	1.206e-17
chr18:44077246-44077346	1.316e-07	1.341e-17
chr2:98963093-98963193	2.61e-08	1.845e-16
chr2:71575593-71575693	5.25e-09	8.045e-14
chr16:30040012-30040112	1.028e-06	2.58e-16
chr18:44781073-44781173	1.19e-08	6.04e-17
chr10:105038720-105038820	1.49e-05	4.619e-22
chr20:49034412-49034512	5.386e-08	2.096e-18
chr19:15795784-15795884	7.915e-07	3.432e-15
chr17:77188706-77188806	2.27e-08	1.229e-16
chr11:64745274-64745374	0.0004167	1.701e-17
chr6:30346257-30346357	1.895e-08	1.738e-16
chr16:49379882-49379982	5.92e-07	4.929e-15
chr7:126747926-126748026	4.029e-06	4.818e-22
chr12:132102951-132103051	1.572e-07	1.401e-11
chr8:129380020-129380120	1.244e-07	3.577e-15
chr4:109782641-109782741	2.18e-07	9.522e-16
chr19:7676558-7676658	5.826e-07	4.58e-18
chr12:131875123-131875223	1.964e-08	1.327e-16
chr3:54222329-54222429	2.661e-08	3.323e-13
chr14:105071186-105071286	1.535e-07	6.033e-17
chr10:43779933-43780033	2.077e-07	3.824e-15
chr7:130550353-130550453	5.711e-09	2.823e-14
chr12:101220262-101220362	6.604e-07	4.803e-20
chr10:23460356-23460456	1.096e-08	3.597e-16
chr6:24127149-24127249	1.02e-08	4.599e-19
chr6:33163189-33163289	0.0005279	3.575e-14
chr1:38230167-38230267	2.112e-09	2.379e-18
chr16:5008263-5008363	1.083e-09	1.394e-17
chr10:102840852-102840952	5.975e-06	1.987e-17
chr19:42209519-42209619	4.312e-07	6.997e-17
chr3:51740854-51740954	2.503e-06	2.269e-18
chr6:41135016-41135116	0.0009096	8.378e-17
chr10:99751770-99751870	8.512e-10	7.94e-19
chr3:12920877-12920977	2.387e-06	1.111e-12
chr6:50688473-50688573	3.606e-09	8.968e-20
chr1:2399581-2399681	8.268e-07	3.059e-16
chr2:16727556-16727656	2.743e-09	2.016e-16
chr4:3793819-3793919	8.895e-07	1.291e-11
chr14:89444267-89444367	6.151e-07	1.769e-19
chr2:23897299-23897399	7.84e-08	9.158e-17
chr17:35060280-35060380	8.446e-09	1.751e-18
chr17:35054487-35054587	1.268e-08	2.234e-15
chr2:135788597-135788697	3.508e-08	1.718e-19
chr5:76931584-76931684	0.0002326	1.199e-16
chr16:89894976-89895076	9.912e-08	3.754e-13
chr6:43603253-43603353	3.435e-08	1.528e-16
chr19:34231857-34231957	1.565e-07	3.652e-15
chr16:7232664-7232764	6.875e-09	2.928e-13
chr20:48099367-48099467	1.355e-06	5.244e-15
chr7:95951522-95951622	5.738e-07	1.879e-17
chr19:42817867-42817967	1.82e-08	1.119e-19
chr5:6302952-6303052	9.844e-08	8.177e-18
chr8:9807550-9807650	3.074e-07	6.442e-14
chr5:135701002-135701102	1.365e-07	5.567e-12
chr2:178977080-178977180	4.775e-10	3.248e-19
chr8:11463397-11463497	4.146e-08	7.464e-12
chr10:122273682-122273782	2.637e-09	2.618e-17
chr1:21985796-21985896	1.304e-09	4.149e-17
chr3:44574477-44574577	1.121e-08	8.111e-17
chr17:35134475-35134575	1.665e-09	8.503e-19
chr3:58573893-58573993	2.856e-08	4.586e-20
chr11:17756616-17756716	8.894e-07	4.036e-17
chr12:109284135-109284235	1.771e-06	6.221e-16
chr2:27061519-27061619	3.259e-08	1.704e-16
chr8:140909026-140909126	1.617e-07	7.11e-19
chr11:62747750-62747850	2.759e-08	3.658e-18
chr1:24263376-24263476	6.184e-09	1.059e-16
chr11:123524746-123524846	4.148e-08	1.361e-18
chr15:74115487-74115587	3.585e-08	5.316e-18
chr13:28366579-28366679	5.616e-08	8.921e-18
chr15:70265623-70265723	4.159e-08	1.752e-17
chr1:30225093-30225193	2.869e-08	2.753e-19
chr1:227461413-227461513	1.663e-07	9.398e-20
chr4:819529-819629	1.279e-08	5.041e-18
chr15:81073069-81073169	3.519e-07	2.321e-18
chr8:143464809-143464909	1.64e-08	1.647e-15
chr10:95826296-95826396	7.378e-08	1.673e-15
chr19:10120208-10120308	2.513e-08	5.11e-14
chr10:97151871-97151971	1.076e-08	3.147e-16
chr7:75550948-75551048	1.008e-06	3.964e-17
chr5:141017566-141017666	5.564e-08	7.337e-18
chr6:35772950-35773050	1.444e-07	3.966e-10
chr19:40626931-40627031	1.037e-07	4.892e-11
chr11:129835292-129835392	0.0004549	1.962e-18
chr19:49623393-49623493	9.177e-10	2.69e-17
chr20:58340749-58340849	1.235e-07	3.155e-12
chr5:13867065-13867165	1.649e-08	2.153e-20
chr12:121079264-121079364	2.717e-08	5.415e-17
chr3:10501991-10502091	5.861e-08	1.333e-18
chr13:27103718-27103818	7.835e-08	4.688e-20
chr7:98243069-98243169	9.752e-07	3.25e-14
chr2:23553176-23553276	1.564e-06	8.979e-16
chr19:51822084-51822184	1.105e-07	8.913e-16
chr16:942687-942787	1.671e-06	5.552e-13
chr4:82938988-82939088	2.631e-08	3.012e-18
chr11:27742180-27742280	5.609e-07	9.235e-21
chr7:4992044-4992144	1.719e-06	8.494e-18
chr3:50442817-50442917	3.91e-08	5.083e-14
chr2:11810046-11810146	8.987e-08	1.742e-05
chr18:44082540-44082640	3.085e-08	2.765e-20
chr6:71009305-71009405	2.715e-08	1.003e-20
chr6:31627571-31627671	2.149e-08	2.938e-16
chr1:111085483-111085583	3.163e-08	3.346e-17
chr19:11592753-11592853	1.404e-07	8.159e-15
chr1:156621950-156622050	1.213e-08	7.229e-16
chr19:15125535-15125635	2.013e-08	8.039e-17
chr15:74144169-74144269	1.953e-08	1.702e-15
chr10:1685797-1685897	7.152e-09	8.293e-17
chr4:27280389-27280489	1.389e-07	1.05e-18
chr4:87987908-87988008	3.26e-09	7.095e-13
chr20:59496238-59496338	1.257e-07	3.189e-17
chr11:119645037-119645137	3.094e-06	9.409e-13
chr14:78624552-78624652	1.687e-06	3.641e-15
chr13:27441744-27441844	3.624e-05	4.862e-15
chr2:133246837-133246937	7.29e-07	1.046e-17
chr1:230562330-230562430	6.149e-08	2.112e-18
chr16:27933903-27934003	9.025e-09	2.071e-16
chr12:56618905-56619005	4.023e-09	6.294e-19
chr11:111536657-111536757	5.075e-07	8.303e-17
chr11:76435370-76435470	2.092e-06	2.036e-17
chr10:103800210-103800310	2.19e-09	5.136e-17
chr20:41669203-41669303	4.057e-09	2.268e-13
chr5:175298753-175298853	1.101e-05	2.772e-16
chr2:227675893-227675993	2.696e-06	2.428e-16
chr7:158768654-158768754	2.541e-07	5.416e-17
chr12:51987366-51987466	1.123e-07	3.593e-20
chr4:7583351-7583451	3.206e-07	1.594e-16
chr1:6221852-6221952	1.965e-08	8.688e-20
chr19:34168850-34168950	8.916e-08	3.273e-19
chr16:83595608-83595708	1.076e-06	5.709e-16
chr15:88709733-88709833	8.282e-08	6.732e-15
chr10:104179296-104179396	1.318e-06	2.359e-17
chr10:121890822-121890922	8.823e-07	2.589e-19
chr16:78079993-78080093	9.648e-07	2.509e-15
chr20:61185121-61185221	2.054e-06	5.549e-17
chr19:9076705-9076805	1.19e-08	8.111e-15
chr20:45644853-45644953	2.487e-09	7.083e-18
chr19:40136604-40136704	1.583e-06	4.455e-11
chr18:35144861-35144961	6.644e-05	1.168e-19
chr11:134288497-134288597	4.609e-07	1.918e-16
chr17:56253747-56253847	5.11e-07	2.037e-13
chr17:61600473-61600573	3.372e-08	2.121e-17
chr17:80372640-80372740	9.154e-08	4.962e-17
chr18:5868389-5868489	9.175e-07	1.094e-09
chr8:143298779-143298879	3.239e-09	6.078e-19
chr10:120355739-120355839	2.995e-08	2.182e-19
chr10:106584312-106584412	5.934e-09	1.815e-17
chr3:10909195-10909295	1.125e-08	5.192e-17
chr16:11744180-11744280	3.395e-07	1.716e-20
chr1:42405018-42405118	3.274e-08	1.229e-16
chr12:12837868-12837968	7.127e-08	5.399e-12
chr11:1472355-1472455	2.078e-08	2.735e-15
chr19:56678691-56678791	1.477e-07	1.619e-20
chr2:42018813-42018913	2.685e-08	3.088e-17
chr19:15126897-15126997	1.725e-08	1.412e-18
chr19:56527268-56527368	5.174e-08	7.432e-16
chr3:62515058-62515158	4.416e-08	1.94e-20
chr1:186071783-186071883	1.128e-08	4.192e-17
chr2:21125174-21125274	4.077e-08	2.834e-18
chr2:25565366-25565466	2.831e-07	1.15e-11
chr16:23038240-23038340	7.34e-09	2.018e-16
chr18:55114470-55114570	6.789e-07	1.129e-15
chr19:42317636-42317736	4.26e-08	6.468e-14
chr6:38197673-38197773	1.823e-06	5.261e-18
chr10:99834216-99834316	3.83e-08	5.815e-19
chr2:137285280-137285380	2.395e-08	5.097e-18
chr7:45264611-45264711	4.765e-08	2.168e-18
chr19:42123444-42123544	1.719e-09	1.726e-13
chr1:1234585-1234685	3.971e-10	6.512e-15
chr5:95819714-95819814	9.488e-09	8.455e-17
chr7:105295562-105295662	2.225e-07	2.357e-17
chr3:126881816-126881916	4.16e-08	5.373e-17
chr15:78001611-78001711	1.365e-08	2.129e-12
chr1:31331829-31331929	5.041e-08	1.7e-14
chr7:107988208-107988308	1.556e-06	2.562e-19
chr19:8841948-8842048	2.062e-06	2.352e-18
chr8:143955861-143955961	5.659e-09	2.958e-14
chr1:243053567-243053667	7.029e-07	1.226e-19
chr2:114826174-114826274	4.895e-09	5.219e-22
chr19:9084312-9084412	1.801e-06	3.574e-19
chr7:132824215-132824315	7.483e-09	4.71e-11
chr20:60105893-60105993	6.855e-07	1.489e-18
chr7:138729378-138729478	8.934e-07	1.068e-16
chr15:88406562-88406662	3.497e-08	6.547e-16
chr1:112376169-112376269	1.673e-06	8.222e-18
chr14:74904509-74904609	9.27e-10	3.642e-20
chr22:23950882-23950982	2.055e-09	4.195e-19
chr2:118590943-118591043	2.452e-07	9.156e-19
chr1:11905833-11905933	2.056e-08	1.159e-16
chr9:80190844-80190944	8.257e-07	7.354e-16
chr2:79738599-79738699	3.478e-08	3.903e-19
chr14:70519858-70519958	2.786e-08	1.94e-19
chr13:100448603-100448703	2.11e-07	8.235e-22
chr12:108776026-108776126	1.032e-08	6.6e-19
chr5:139215384-139215484	2.366e-08	2.118e-19
chr3:127177659-127177759	1.235e-09	3.644e-16
chr11:908359-908459	3.045e-08	4.065e-06
chr16:48754336-48754436	3.891e-08	4.63e-15
chr11:45921004-45921104	1.958e-08	3.608e-14
chr20:62823922-62824022	1.029e-07	8.506e-17
chr22:26566904-26567004	1.237e-09	5.304e-14
chr20:40653430-40653530	9.974e-07	5.113e-16
chr17:37748756-37748856	2.263e-08	2.247e-13
chr21:44742843-44742943	1.663e-08	2.701e-19
chr1:2414196-2414296	2.225e-08	9.411e-13
chr8:143713543-143713643	1.057e-06	9.83e-17
chr15:31178139-31178239	1.254e-06	5.918e-18
chr11:45602105-45602205	8.801e-08	1.042e-13
chr9:130981308-130981408	2.074e-06	1.125e-19
chr10:16712699-16712799	2.677e-09	3.579e-20
chr10:115336739-115336839	1.221e-08	1.137e-17
chr20:4544318-4544418	1.158e-06	1.304e-19
chr7:71311297-71311397	1.952e-07	4.677e-18
chr14:24521739-24521839	1.869e-08	1.407e-16
chr5:7094892-7094992	5.412e-08	7.4e-18
chr11:63360536-63360636	2.479e-08	7.571e-16
chr19:41036549-41036649	3.471e-09	2.391e-16
chr19:5356523-5356623	1.093e-07	0.009089
chr22:32503081-32503181	1.073e-08	5.648e-14
chr11:66189207-66189307	6.448e-08	1.564e-20
chr20:37824533-37824633	1.976e-09	6.921e-19
chr5:153476746-153476846	1.056e-06	6.925e-18
chr16:24189965-24190065	2.416e-08	6.952e-18
chr6:32073362-32073462	1.519e-07	1.53e-15
chr5:140090928-140091028	1.461e-07	9.071e-17
chrX:152735353-152735453	7.251e-09	6.131e-13
chr7:65297375-65297475	4.812e-07	2.582e-15
chr6:142410141-142410241	4.884e-07	1.807e-20
chr19:15880529-15880629	3.08e-10	2.416e-17
chr6:130683472-130683572	2.728e-08	1.085e-16
chr6:154360627-154360727	4.419e-07	2.603e-16
chr16:71350209-71350309	6.605e-08	2.763e-16
chr7:158346974-158347074	8.861e-08	1.298e-16
chr9:134649435-134649535	3.517e-08	3.733e-16
chr16:3018970-3019070	1.981e-08	1.939e-16
chr6:89247976-89248076	2.039e-06	1.688e-18
chr11:125773498-125773598	9.314e-09	8.523e-19
chr1:58756490-58756590	6.412e-07	2.483e-15
chr9:74061451-74061551	2.801e-08	7.776e-19
chr6:167229259-167229359	2.354e-08	3.083e-19
chr16:68928360-68928460	2.909e-07	4.537e-15
chr1:111342874-111342974	1.818e-06	2.779e-15
chr17:36717278-36717378	3.636e-08	8.015e-18
chr6:108509452-108509552	3.953e-08	9.28e-20
chr10:99609863-99609963	1.374e-06	3.086e-19
chr1:42845587-42845687	7.043e-07	1.297e-21
chr4:153904518-153904618	2.282e-09	2.276e-18
chr16:47821758-47821858	3.174e-09	1.694e-15
chr5:152655861-152655961	3.609e-08	8.678e-18
chr20:62106714-62106814	7.734e-08	3.91e-18
chr20:44686001-44686101	3.687e-08	1.842e-18
chr12:119360362-119360462	1.014e-08	1.762e-17
chr3:113897767-113897867	4.301e-08	7.355e-15
chr19:29820534-29820634	5.83e-09	1.496e-16
chr1:65805685-65805785	4.144e-06	1.179e-20
chr4:3870235-3870335	3.649e-06	4.75e-12
chr11:66057144-66057244	4.491e-09	3.5e-19
chr1:41104259-41104359	1.912e-05	5.302e-14
chr3:186025548-186025648	5.534e-07	1.515e-15
chr8:75262714-75262814	3.069e-07	3.69e-19
chr10:124545945-124546045	7.552e-07	1.671e-14
chr10:87963402-87963502	8.783e-07	9.527e-20
chr17:74866599-74866699	1.906e-08	2.576e-13
chr7:86538409-86538509	4.134e-07	9.277e-19
chr8:104514084-104514184	1.419e-08	1.852e-15
chr15:48623847-48623947	4.018e-05	2.688e-17
chr6:6191852-6191952	4.395e-05	1.224e-16
chr5:139780344-139780444	2.032e-06	2.008e-11
chr16:12629678-12629778	5.674e-08	6.525e-13
chr19:55732071-55732171	0.0001052	3.013e-15
chr7:140920972-140921072	9.781e-10	6.734e-17
chr6:80551436-80551536	7.018e-08	1.811e-21
chr1:231298113-231298213	5.499e-08	1.908e-21
chr14:96401720-96401820	1.121e-07	1.413e-16
chr9:137969391-137969491	7.378e-08	2.315e-19
chr18:76473231-76473331	2.237e-09	1.32e-20
chr17:25984818-25984918	2.833e-09	4.955e-19
chr6:17768720-17768820	3.487e-06	2.239e-19
chr2:230579837-230579937	7.169e-06	9.591e-19
chr3:134825518-134825618	0.0003513	1.473e-18
chr12:108398335-108398435	4.317e-08	9.26e-16
chr3:151161534-151161634	5.265e-08	4.7e-17
chr11:8029963-8030063	0.0001526	2.652e-17
chr20:5380962-5381062	1.551e-07	2.571e-17
chr20:54904066-54904166	2.184e-09	2.045e-20
chr22:20067462-20067562	3.492e-08	1.063e-17
chr2:124782799-124782899	2.068e-08	3.512e-17
chr8:143993470-143993570	2.09e-07	1.796e-17
chr5:38921411-38921511	1.223e-07	6.694e-19
chr8:140258481-140258581	7.032e-08	1.295e-16
chr20:25061764-25061864	0.0001463	1.083e-16
chr8:140083498-140083598	2.856e-07	4.889e-17
chr7:66359664-66359764	2.082e-05	7.15e-15
chr4:6227250-6227350	5.655e-08	1.861e-17
chr10:132722530-132722630	6.821e-07	4.339e-19
chr22:25272011-25272111	2.2e-09	1.386e-14
chr17:56833176-56833276	4.571e-08	3.857e-14
chr19:2123862-2123962	2.512e-08	0.01318
chr15:91882162-91882262	5.202e-10	3.951e-16
chr2:71574778-71574878	2.612e-08	1.355e-13
chr2:201457611-201457711	7.944e-07	1.382e-21
chr12:113796419-113796519	1.552e-07	5.283e-19
chr4:122618385-122618485	1.461e-08	3.942e-17
chr22:27248258-27248358	1.021e-08	2.335e-17
chr2:48338910-48339010	2.828e-08	4.327e-18
chr20:36201407-36201507	1.287e-08	2.662e-15
chr1:4610138-4610238	4.25e-08	1.485e-17
chr12:8167612-8167712	3.519e-09	6.854e-18
chr16:89076050-89076150	8.891e-08	4.069e-18
chr1:175712258-175712358	1.44e-06	8.505e-20
chr19:46728935-46729035	1.263e-05	2.271e-15
chr19:47940945-47941045	2.228e-09	1.997e-18
chr19:18344200-18344300	1.781e-06	2.243e-15
chr1:22933760-22933860	4.688e-08	1.214e-16
chr7:100807832-100807932	0.0003797	4.227e-18
chr1:35175279-35175379	2.649e-08	8.41e-16
chr3:115044545-115044645	9.19e-09	6.932e-20
chr6:12441352-12441452	3.596e-07	1.041e-15
chr6:11536102-11536202	2.385e-07	9.027e-20
chr1:50733878-50733978	9.831e-09	2.984e-14
chr20:61810300-61810400	1.237e-08	9.756e-16
chr11:120953520-120953620	1.026e-08	2.38e-15
chr5:176233329-176233429	2.825e-07	1.567e-17
chr22:20257882-20257982	2.919e-09	1.047e-15
chr20:36529813-36529913	0.000232	1.495e-15
chr9:37785157-37785257	8.073e-09	1.447e-09
chr5:170845770-170845870	1.583e-07	3.302e-18
chr1:44411980-44412080	9.595e-08	3.787e-15
chr2:27531428-27531528	2.198e-05	6.516e-16
chr10:100059220-100059320	1.748e-09	7.696e-19
chr19:46097829-46097929	3.748e-09	3.096e-18
chr14:79329641-79329741	3.444e-08	2.694e-16
chr5:139354318-139354418	2.419e-05	6.834e-17
chr17:71481413-71481513	2.394e-08	2.268e-19
chr17:26700865-26700965	3.237e-07	1.494e-19
chr22:49604749-49604849	1.172e-07	2.327e-20
chr12:122710966-122711066	1.915e-09	2.323e-20
chr7:4510038-4510138	1.835e-06	3.696e-16
chr16:16891247-16891347	7.384e-09	2.509e-14
chr19:16850507-16850607	1.734e-08	1.136e-18
chr17:78234029-78234129	1.67e-09	4.648e-18
chr1:114697801-114697901	8.957e-08	5.97e-17
chr1:180211228-180211328	3.568e-07	9.048e-16
chr12:57443742-57443842	4.843e-09	1.446e-16
chr1:169565135-169565235	7.488e-05	4.121e-15
chr17:30604431-30604531	9.748e-10	7.578e-17
chr7:129162593-129162693	2.417e-08	5.186e-16
chr11:84425448-84425548	2.742e-09	2.944e-19
chr11:118305620-118305720	1.04e-08	1.42e-19
chr17:32826719-32826819	5.109e-07	2.82e-18
chr19:34175249-34175349	6.821e-08	3.459e-15
chr8:92693012-92693112	5.615e-08	1.376e-19
chr22:25589654-25589754	6.317e-10	1.691e-18
chr7:103491969-103492069	3.707e-09	3.249e-16
chr10:59908847-59908947	8.871e-07	5.637e-20
chr8:27305417-27305517	1.815e-05	8.958e-15
chr5:136789319-136789419	1.186e-05	1.529e-16
chr20:36530242-36530342	6.986e-08	1.576e-18
chr8:69084584-69084684	1.088e-06	1.198e-18
chr2:121862410-121862510	1.693e-08	2.203e-14
chr7:95534625-95534725	1.098e-06	3.498e-15
chr15:83378247-83378347	1.094e-08	9.326e-17
chr3:14167085-14167185	2.193e-07	2.514e-16
chr11:47294410-47294510	1.26e-08	4.039e-14
chr10:88066565-88066665	6.692e-09	2.172e-15
chr1:153425024-153425124	3.645e-09	9.192e-17
chr2:108756126-108756226	2.395e-08	1.107e-18
chr4:5877400-5877500	2.962e-07	8.358e-19
chr22:20155557-20155657	4.545e-05	9.804e-16
chr7:75854838-75854938	2.472e-09	1.92e-21
chr9:135854164-135854264	4.069e-09	1.761e-16
chr8:135421956-135422056	1.044e-08	8.622e-19
chr10:125419019-125419119	3.475e-07	4.251e-16
chr8:24770299-24770399	3.512e-09	5.666e-17
chr7:103685793-103685893	7.368e-07	3.286e-18
chr17:31655290-31655390	1.766e-08	1.35e-11
chr11:8425012-8425112	4.853e-09	6.929e-14
chr2:234821610-234821710	8.282e-09	3.813e-16
chr17:7218040-7218140	5.11e-09	2.839e-08
chr16:13385948-13386048	6.268e-07	7.717e-15
chr6:99105782-99105882	3.574e-09	6.188e-19
chr16:26328542-26328642	2.477e-08	7.692e-19
chr7:141033410-141033510	2.992e-08	1.048e-16
chr5:71015481-71015581	1.255e-08	2.347e-17
chr21:43858039-43858139	5.025e-08	4.652e-16
chr12:131261321-131261421	6.5e-09	3.177e-16
chr19:42200371-42200471	5.587e-08	1.071e-18
chr9:75963571-75963671	7.968e-08	1.127e-16
chrX:106568013-106568113	2.675e-09	8.479e-17
chr1:41119687-41119787	2.378e-09	3.727e-17
chr19:48613794-48613894	1.834e-07	4.444e-16
